script_text,prompt_img_nano,prompt_video_veo3
どれも特別なことではなく、日々の暮らしの中にあるものばかりでしたね。,"Using the provided reference image(s), generate a clean editorial manga illustration in a seinen soft educational style. The same older Japanese woman host with silver-gray hair gives a gentle understanding nod, acknowledging these habits are all ordinary everyday things. Same Japanese living room, same wardrobe, warm light. The character MUST appear the SAME age as the reference. NO youth reduction. No readable text. Avoid speech pose, avoid photorealistic drift.","Slow smooth camera push-in. The older Japanese host makes subtle natural micro-movements, breathing calmly, hands moving softly or resting, gentle facial expression. Soft morning light remains stable in the room. Warm educational mood. (Silent video, no audio). No lip movement, no speaking, no lip sync, no unnatural morphing, no dramatic camera shake."
ただ、こうした工夫を続けても疲れが取れないときは、別の原因が隠れていることもあります。,"Using the provided reference image(s), generate a clean editorial manga illustration in a seinen soft educational style. The same older Japanese woman host with silver-gray hair and gentle wrinkles shifts to a slightly more serious but caring expression, one hand raised gently to note an important caution. Same Japanese living room, same wardrobe family. The character MUST appear the SAME age as the reference. NO youth reduction. No readable text. Avoid speech pose, avoid photorealistic drift.","Slow smooth camera push-in. The older Japanese host makes subtle natural micro-movements, breathing calmly, hands moving softly or resting, gentle facial expression. Soft morning light remains stable in the room. Warm educational mood. (Silent video, no audio). No lip movement, no speaking, no lip sync, no unnatural morphing, no dramatic camera shake."
1週間以上休んでも疲れが改善しない場合は、注意が必要です。,"Generate a clean editorial manga illustration in a seinen soft educational style. A symbolic calendar showing one week with a gentle warning indicator — if fatigue persists beyond this timeframe despite lifestyle changes, further attention is needed. Clean educational composition, warm but slightly cautious palette. No readable text. Avoid fake scientific proof imagery, avoid photorealistic drift.","Slow smooth panning motion. The symbolic elements shift gently with subtle internal glows or slow arrows moving smoothly. The human silhouette breathes slowly. Educational and calm mood. (Silent video, no audio). No speaking, no rapid animation, no chaotic movement, no unnatural morphing."
食欲がなくなったり、体重が急に変わったりしたときも同じです。,"Generate a clean editorial manga illustration in a seinen soft educational style. A symbolic illustration: gentle warning signs shown as soft icons — appetite loss, weight change — floating near a calm older body silhouette (silver hair). Clean educational composition, warm cautious palette, low clutter. No readable text. Avoid dramatic medical imagery, avoid photorealistic drift.","Slow smooth panning motion. The symbolic elements shift gently with subtle internal glows or slow arrows moving smoothly. The human silhouette breathes slowly. Educational and calm mood. (Silent video, no audio). No speaking, no rapid animation, no chaotic movement, no unnatural morphing."
めまいや胸の痛み、気分の落ち込みが続くときは、無理をせず、かかりつけ医に相談してみてください。,"Generate a clean editorial manga illustration in a seinen soft educational style. An older Japanese person (silver-gray hair, gentle wrinkles, age 65-75) sits calmly in a Japanese clinic waiting room, having decided to consult their family doctor. Clean Japanese clinic interior, calm reassuring atmosphere. No readable text. Avoid doctor costume on patient, avoid dramatic medical imagery, avoid photorealistic drift, avoid youth drift.","Gentle tracking camera motion. The older person performs the daily action with slow, natural weight and momentum, showing subtle facial reactions. Soft indoor light drifts slightly. Calm everyday mood. (Silent video, no audio). No speaking, no lip sync, no rapid cuts, no unnatural morphing, no intense action."
この動画は、日常の生活習慣を見直すきっかけとしてお届けしています。,"Using the provided reference image(s), generate a clean editorial manga illustration in a seinen soft educational style. The same older Japanese woman host with silver-gray hair and gentle wrinkles makes a calm educational gesture, warm expression reminding viewers this video is for lifestyle review, not medical advice. Same Japanese living room, same wardrobe. The character MUST appear the SAME age as the reference. NO youth reduction. No readable text. Avoid speech pose, avoid photorealistic drift.","Slow smooth camera push-in. The older Japanese host makes subtle natural micro-movements, breathing calmly, hands moving softly or resting, gentle facial expression. Soft morning light remains stable in the room. Warm educational mood. (Silent video, no audio). No lip movement, no speaking, no lip sync, no unnatural morphing, no dramatic camera shake."
個別の症状や持病がある方は、必ず医師にご相談ください。,"Using the provided reference image(s), generate a clean editorial manga illustration in a seinen soft educational style. The same older Japanese woman host with silver-gray hair gives a firm but gentle nod, reinforcing the importance of consulting a doctor for individual conditions. Same Japanese living room, same wardrobe, soft light. The character MUST appear the SAME age as the reference. NO youth reduction. No readable text. Avoid speech pose, avoid photorealistic drift.","Slow smooth camera push-in. The older Japanese host makes subtle natural micro-movements, breathing calmly, hands moving softly or resting, gentle facial expression. Soft morning light remains stable in the room. Warm educational mood. (Silent video, no audio). No lip movement, no speaking, no lip sync, no unnatural morphing, no dramatic camera shake."
さて、今日のまとめです。,"Using the provided reference image(s), generate a clean editorial manga illustration in a seinen soft educational style. The same older Japanese woman host with silver-gray hair and gentle wrinkles sits up slightly, bright engaged expression, beginning the final summary. Same Japanese living room, same wardrobe family, warm light. The character MUST appear the SAME age as the reference. NO youth reduction. No readable text. Avoid speech pose, avoid photorealistic drift.","Slow smooth camera push-in. The older Japanese host makes subtle natural micro-movements, breathing calmly, hands moving softly or resting, gentle facial expression. Soft morning light remains stable in the room. Warm educational mood. (Silent video, no audio). No lip movement, no speaking, no lip sync, no unnatural morphing, no dramatic camera shake."
朝にやりがちな、疲れにつながりやすい習慣は5つありました。,"Generate a clean editorial manga illustration in a seinen soft educational style. A clean summary composition: five small icons representing the five habits arranged in a row — empty plate (skipping breakfast), cold glass (cold water), sofa (sitting still), running figure (rushing), crowded list (overloading). Clean panel-like layout, warm flat colors. No readable text. Avoid infographic overload, avoid photorealistic drift.","Slow smooth panning motion. The symbolic elements shift gently with subtle internal glows or slow arrows moving smoothly. The human silhouette breathes slowly. Educational and calm mood. (Silent video, no audio). No speaking, no rapid animation, no chaotic movement, no unnatural morphing."
朝食を抜くこと、冷たい水、動かずにじっとしていること、急ぎすぎること、そして予定の詰め込みすぎです。,"Generate a clean editorial manga illustration in a seinen soft educational style. The same five habit icons now shown with gentle positive alternatives beside each — small breakfast, warm water, gentle movement, calm pace, balanced schedule. Clean educational comparison layout, warm optimistic palette. No readable text. Avoid infographic overload, avoid photorealistic drift.","Slow smooth panning motion. The symbolic elements shift gently with subtle internal glows or slow arrows moving smoothly. The human silhouette breathes slowly. Educational and calm mood. (Silent video, no audio). No speaking, no rapid animation, no chaotic movement, no unnatural morphing."
すべてを一度に変える必要はありません。,"Using the provided reference image(s), generate a clean editorial manga illustration in a seinen soft educational style. The same older Japanese woman host with silver-gray hair makes a calming open-palm gesture, reassuring expression saying no need to change everything at once. Same Japanese living room, same wardrobe, warm light. The character MUST appear the SAME age as the reference. NO youth reduction. No readable text. Avoid speech pose, avoid photorealistic drift.","Slow smooth camera push-in. The older Japanese host makes subtle natural micro-movements, breathing calmly, hands moving softly or resting, gentle facial expression. Soft morning light remains stable in the room. Warm educational mood. (Silent video, no audio). No lip movement, no speaking, no lip sync, no unnatural morphing, no dramatic camera shake."
完璧でなくても、大丈夫です。,"Using the provided reference image(s), generate a clean editorial manga illustration in a seinen soft educational style. The same older Japanese woman host with silver-gray hair gives a warm supportive smile with both hands resting on the table, gentle accepting expression — perfection is not needed. Same Japanese living room, same wardrobe. The character MUST appear the SAME age as the reference. NO youth reduction. No readable text. Avoid speech pose, avoid photorealistic drift.","Slow smooth camera push-in. The older Japanese host makes subtle natural micro-movements, breathing calmly, hands moving softly or resting, gentle facial expression. Soft morning light remains stable in the room. Warm educational mood. (Silent video, no audio). No lip movement, no speaking, no lip sync, no unnatural morphing, no dramatic camera shake."
気になったものをひとつだけ、明日の朝から試してみてください。,"Using the provided reference image(s), generate a clean editorial manga illustration in a seinen soft educational style. The same older Japanese woman host with silver-gray hair raises one finger gently, warm encouraging expression suggesting to try just one thing starting tomorrow morning. Same Japanese living room, same wardrobe, warm light. The character MUST appear the SAME age as the reference. NO youth reduction. No readable text. Avoid speech pose, avoid photorealistic drift.","Slow smooth camera push-in. The older Japanese host makes subtle natural micro-movements, breathing calmly, hands moving softly or resting, gentle facial expression. Soft morning light remains stable in the room. Warm educational mood. (Silent video, no audio). No lip movement, no speaking, no lip sync, no unnatural morphing, no dramatic camera shake."
ほんの少しの見直しで、朝の過ごし方が楽になることがあります。,"Using the provided reference image(s), generate a clean editorial manga illustration in a seinen soft educational style. The same older Japanese woman host with silver-gray hair and gentle wrinkles gives a hopeful calm expression, hands clasped gently, conveying that small changes can make mornings easier. Same Japanese living room, same wardrobe, warm soft light. The character MUST appear the SAME age as the reference. NO youth reduction. No readable text. Avoid speech pose, avoid photorealistic drift.","Slow smooth camera push-in. The older Japanese host makes subtle natural micro-movements, breathing calmly, hands moving softly or resting, gentle facial expression. Soft morning light remains stable in the room. Warm educational mood. (Silent video, no audio). No lip movement, no speaking, no lip sync, no unnatural morphing, no dramatic camera shake."
今日も最後までご覧いただき、ありがとうございました。,"Using the provided reference image(s), generate a clean editorial manga illustration in a seinen soft educational style. The same older Japanese woman host with silver-gray hair and gentle wrinkles gives a warm grateful bow of the head, appreciative farewell expression. Same Japanese living room, same wardrobe family, warm golden light. The character MUST appear the SAME age as the reference. NO youth reduction. No readable text. Avoid speech pose, avoid photorealistic drift.","Slow smooth camera push-in. The older Japanese host makes subtle natural micro-movements, breathing calmly, hands moving softly or resting, gentle facial expression. Soft morning light remains stable in the room. Warm educational mood. (Silent video, no audio). No lip movement, no speaking, no lip sync, no unnatural morphing, no dramatic camera shake."
どうぞ、穏やかな朝をお過ごしください。,"Generate a clean editorial manga illustration in a seinen soft educational style. A serene final scene: a peaceful Japanese morning neighborhood with soft golden sunlight, a quiet residential street with small gardens and gentle warmth, evoking a calm and pleasant morning ahead. Breathing-space composition, warm flat colors, gentle warm accents, no people in focus. No readable text. Avoid photorealistic drift, avoid cluttered composition.","Slow steady horizontal pan across the peaceful scene. Subtle gentle wind moves leaves or fabric slightly. Soft morning light shifts at a natural pace. Serene and breathing mood. (Silent video, no audio). No speaking, no rapid camera movement, no unnatural morphing, no sudden cuts."
