unit_index,scene_group_id,scene_archetype,host_usage,visible_text_policy,visible_text_exact,prompt_mode,line_context_frame,prompt_img_nano
55,explanation,everyday_example,no_host,no_readable_text,,text_to_image,"{""semantic_target"": ""朝のだるさは、生活習慣だけで説明できる場合もあります。"", ""visualizable_core"": ""senior wellness explanation"", ""scene_function"": ""everyday_example"", ""subject_lock"": ""visible Japanese senior daily-life subject or object-focused cue"", ""context_lock"": ""explanation"", ""visible_text_need"": ""none"", ""risk_guardrails"": ""no panic, no diagnosis, no repeated vid_001/vid_002 scenes"", ""demographic_lock"": ""silver-gray hair, wrinkles, weathered hands, age-appropriate posture""}","Generate a clean editorial manga illustration in a seinen soft educational style, old-school two-dimensional anime influence, clean ink line art, restrained screentone, flat soft low-saturation colors, warm neutral accents, panel-like clarity, low clutter. A calm educational metaphor scene for senior wellness, showing the body clock as soft morning light entering a Japanese home with a visibly elderly Japanese senior with silver-gray hair, fine wrinkles around the eyes, slightly weathered hands, and relaxed age-appropriate posture nearby. Low-clutter symbolic composition, no fake scientific proof, no medical devices. Keep ordinary Japanese domestic cues, practical senior clothing, soft low-saturation colors, and clear panel-like composition. The image should support this narration beat: 朝のだるさは、生活習慣だけで説明できる場合もあります。 No readable text, no numerals, no speech bubbles, no subtitles, avoid photorealism, avoid panic, avoid youthful skin or youthful posture."
56,health_sign,process_metaphor,no_host,no_readable_text,,text_to_image,"{""semantic_target"": ""でも、睡眠の病気や、薬の影響、気持ちの落ち込み、体の病気が関係していることもあります。"", ""visualizable_core"": ""calm symptom awareness"", ""scene_function"": ""process_metaphor"", ""subject_lock"": ""visible Japanese senior daily-life subject or object-focused cue"", ""context_lock"": ""health_sign"", ""visible_text_need"": ""none"", ""risk_guardrails"": ""no panic, no diagnosis, no repeated vid_001/vid_002 scenes"", ""demographic_lock"": ""silver-gray hair, wrinkles, weathered hands, age-appropriate posture""}","Generate a clean editorial manga illustration in a seinen soft educational style, old-school two-dimensional anime influence, clean ink line art, restrained screentone, flat soft low-saturation colors, warm neutral accents, panel-like clarity, low clutter. A restrained symbolic scene about noticing body signals: a visibly elderly Japanese senior with silver-gray hair, fine wrinkles around the eyes, slightly weathered hands, and relaxed age-appropriate posture calmly touching the forehead or sitting beside a bedside table while a family member observes with concern, no emergency. Japanese domestic morning setting, soft light, safe posture, gentle concern. Keep ordinary Japanese domestic cues, practical senior clothing, soft low-saturation colors, and clear panel-like composition. The image should support this narration beat: でも、睡眠の病気や、薬の影響、気持ちの落ち込み、体の病気が関係していることもあります。 No readable text, no numerals, no speech bubbles, no subtitles, avoid photorealism, avoid panic, avoid youthful skin or youthful posture."
57,health_sign,process_metaphor,no_host,no_readable_text,,text_to_image,"{""semantic_target"": ""たとえば、ご家族から、いびきが大きいと言われたことはありませんか。"", ""visualizable_core"": ""calm symptom awareness"", ""scene_function"": ""process_metaphor"", ""subject_lock"": ""visible Japanese senior daily-life subject or object-focused cue"", ""context_lock"": ""health_sign"", ""visible_text_need"": ""none"", ""risk_guardrails"": ""no panic, no diagnosis, no repeated vid_001/vid_002 scenes"", ""demographic_lock"": ""silver-gray hair, wrinkles, weathered hands, age-appropriate posture""}","Generate a clean editorial manga illustration in a seinen soft educational style, old-school two-dimensional anime influence, clean ink line art, restrained screentone, flat soft low-saturation colors, warm neutral accents, panel-like clarity, low clutter. A restrained symbolic scene about noticing body signals: a visibly elderly Japanese senior with silver-gray hair, fine wrinkles around the eyes, slightly weathered hands, and relaxed age-appropriate posture calmly touching the forehead or sitting beside a bedside table while a family member observes with concern, no emergency. Japanese domestic morning setting, soft light, safe posture, gentle concern. Keep ordinary Japanese domestic cues, practical senior clothing, soft low-saturation colors, and clear panel-like composition. The image should support this narration beat: たとえば、ご家族から、いびきが大きいと言われたことはありませんか。 No readable text, no numerals, no speech bubbles, no subtitles, avoid photorealism, avoid panic, avoid youthful skin or youthful posture."
58,health_sign,process_metaphor,no_host,no_readable_text,,text_to_image,"{""semantic_target"": ""眠っている間に呼吸が止まっているように見える、と言われたことはないでしょうか。"", ""visualizable_core"": ""calm symptom awareness"", ""scene_function"": ""process_metaphor"", ""subject_lock"": ""visible Japanese senior daily-life subject or object-focused cue"", ""context_lock"": ""health_sign"", ""visible_text_need"": ""none"", ""risk_guardrails"": ""no panic, no diagnosis, no repeated vid_001/vid_002 scenes"", ""demographic_lock"": ""silver-gray hair, wrinkles, weathered hands, age-appropriate posture""}","Generate a clean editorial manga illustration in a seinen soft educational style, old-school two-dimensional anime influence, clean ink line art, restrained screentone, flat soft low-saturation colors, warm neutral accents, panel-like clarity, low clutter. A restrained symbolic scene about noticing body signals: a visibly elderly Japanese senior with silver-gray hair, fine wrinkles around the eyes, slightly weathered hands, and relaxed age-appropriate posture calmly touching the forehead or sitting beside a bedside table while a family member observes with concern, no emergency. Japanese domestic morning setting, soft light, safe posture, gentle concern. Keep ordinary Japanese domestic cues, practical senior clothing, soft low-saturation colors, and clear panel-like composition. The image should support this narration beat: 眠っている間に呼吸が止まっているように見える、と言われたことはないでしょうか。 No readable text, no numerals, no speech bubbles, no subtitles, avoid photorealism, avoid panic, avoid youthful skin or youthful posture."
59,health_sign,process_metaphor,no_host,no_readable_text,,text_to_image,"{""semantic_target"": ""朝起きたときに頭が痛い。"", ""visualizable_core"": ""calm symptom awareness"", ""scene_function"": ""process_metaphor"", ""subject_lock"": ""visible Japanese senior daily-life subject or object-focused cue"", ""context_lock"": ""health_sign"", ""visible_text_need"": ""none"", ""risk_guardrails"": ""no panic, no diagnosis, no repeated vid_001/vid_002 scenes"", ""demographic_lock"": ""silver-gray hair, wrinkles, weathered hands, age-appropriate posture""}","Generate a clean editorial manga illustration in a seinen soft educational style, old-school two-dimensional anime influence, clean ink line art, restrained screentone, flat soft low-saturation colors, warm neutral accents, panel-like clarity, low clutter. A restrained symbolic scene about noticing body signals: a visibly elderly Japanese senior with silver-gray hair, fine wrinkles around the eyes, slightly weathered hands, and relaxed age-appropriate posture calmly touching the forehead or sitting beside a bedside table while a family member observes with concern, no emergency. Japanese domestic morning setting, soft light, safe posture, gentle concern. Keep ordinary Japanese domestic cues, practical senior clothing, soft low-saturation colors, and clear panel-like composition. The image should support this narration beat: 朝起きたときに頭が痛い。 No readable text, no numerals, no speech bubbles, no subtitles, avoid photorealism, avoid panic, avoid youthful skin or youthful posture."
60,health_sign,process_metaphor,no_host,no_readable_text,,text_to_image,"{""semantic_target"": ""昼間に強い眠気があり、座っているだけでうとうとしてしまう。"", ""visualizable_core"": ""calm symptom awareness"", ""scene_function"": ""process_metaphor"", ""subject_lock"": ""visible Japanese senior daily-life subject or object-focused cue"", ""context_lock"": ""health_sign"", ""visible_text_need"": ""none"", ""risk_guardrails"": ""no panic, no diagnosis, no repeated vid_001/vid_002 scenes"", ""demographic_lock"": ""silver-gray hair, wrinkles, weathered hands, age-appropriate posture""}","Generate a clean editorial manga illustration in a seinen soft educational style, old-school two-dimensional anime influence, clean ink line art, restrained screentone, flat soft low-saturation colors, warm neutral accents, panel-like clarity, low clutter. A restrained symbolic scene about noticing body signals: a visibly elderly Japanese senior with silver-gray hair, fine wrinkles around the eyes, slightly weathered hands, and relaxed age-appropriate posture calmly touching the forehead or sitting beside a bedside table while a family member observes with concern, no emergency. Japanese domestic morning setting, soft light, safe posture, gentle concern. Keep ordinary Japanese domestic cues, practical senior clothing, soft low-saturation colors, and clear panel-like composition. The image should support this narration beat: 昼間に強い眠気があり、座っているだけでうとうとしてしまう。 No readable text, no numerals, no speech bubbles, no subtitles, avoid photorealism, avoid panic, avoid youthful skin or youthful posture."
61,explanation,object_focus,no_host,no_readable_text,,text_to_image,"{""semantic_target"": ""こうしたサインが重なるときは、睡眠の質が下がっている可能性があります。"", ""visualizable_core"": ""senior wellness explanation"", ""scene_function"": ""object_focus"", ""subject_lock"": ""visible Japanese senior daily-life subject or object-focused cue"", ""context_lock"": ""explanation"", ""visible_text_need"": ""none"", ""risk_guardrails"": ""no panic, no diagnosis, no repeated vid_001/vid_002 scenes"", ""demographic_lock"": ""silver-gray hair, wrinkles, weathered hands, age-appropriate posture""}","Generate a clean editorial manga illustration in a seinen soft educational style, old-school two-dimensional anime influence, clean ink line art, restrained screentone, flat soft low-saturation colors, warm neutral accents, panel-like clarity, low clutter. A calm educational metaphor scene for senior wellness, showing the body clock as soft morning light entering a Japanese home with a visibly elderly Japanese senior with silver-gray hair, fine wrinkles around the eyes, slightly weathered hands, and relaxed age-appropriate posture nearby. Low-clutter symbolic composition, no fake scientific proof, no medical devices. Keep ordinary Japanese domestic cues, practical senior clothing, soft low-saturation colors, and clear panel-like composition. The image should support this narration beat: こうしたサインが重なるときは、睡眠の質が下がっている可能性があります。 No readable text, no numerals, no speech bubbles, no subtitles, avoid photorealism, avoid panic, avoid youthful skin or youthful posture."
62,health_sign,process_metaphor,no_host,no_readable_text,,text_to_image,"{""semantic_target"": ""また、最近薬が変わったあとから、朝のだるさが強くなった場合も、自己判断で薬をやめてはいけません。"", ""visualizable_core"": ""calm symptom awareness"", ""scene_function"": ""process_metaphor"", ""subject_lock"": ""visible Japanese senior daily-life subject or object-focused cue"", ""context_lock"": ""health_sign"", ""visible_text_need"": ""none"", ""risk_guardrails"": ""no panic, no diagnosis, no repeated vid_001/vid_002 scenes"", ""demographic_lock"": ""silver-gray hair, wrinkles, weathered hands, age-appropriate posture""}","Generate a clean editorial manga illustration in a seinen soft educational style, old-school two-dimensional anime influence, clean ink line art, restrained screentone, flat soft low-saturation colors, warm neutral accents, panel-like clarity, low clutter. A restrained symbolic scene about noticing body signals: a visibly elderly Japanese senior with silver-gray hair, fine wrinkles around the eyes, slightly weathered hands, and relaxed age-appropriate posture calmly touching the forehead or sitting beside a bedside table while a family member observes with concern, no emergency. Japanese domestic morning setting, soft light, safe posture, gentle concern. Keep ordinary Japanese domestic cues, practical senior clothing, soft low-saturation colors, and clear panel-like composition. The image should support this narration beat: また、最近薬が変わったあとから、朝のだるさが強くなった場合も、自己判断で薬をやめてはいけません。 No readable text, no numerals, no speech bubbles, no subtitles, avoid photorealism, avoid panic, avoid youthful skin or youthful posture."
63,record_consult,object_focus,no_host,no_readable_text,,text_to_image,"{""semantic_target"": ""薬の飲み方や時間が関係していることもあるので、まずは医師や薬剤師に相談してください。"", ""visualizable_core"": ""simple notebook and consultation cue"", ""scene_function"": ""object_focus"", ""subject_lock"": ""visible Japanese senior daily-life subject or object-focused cue"", ""context_lock"": ""record_consult"", ""visible_text_need"": ""none"", ""risk_guardrails"": ""no panic, no diagnosis, no repeated vid_001/vid_002 scenes"", ""demographic_lock"": ""silver-gray hair, wrinkles, weathered hands, age-appropriate posture""}","Generate a clean editorial manga illustration in a seinen soft educational style, old-school two-dimensional anime influence, clean ink line art, restrained screentone, flat soft low-saturation colors, warm neutral accents, panel-like clarity, low clutter. A close calm view of weathered senior hands writing simple marks in a small notebook, or holding it during an ordinary routine clinic consultation context. Ordinary Japanese home table or calm clinic waiting space, blank-looking notebook pages with no readable text. Keep ordinary Japanese domestic cues, practical senior clothing, soft low-saturation colors, and clear panel-like composition. The image should support this narration beat: 薬の飲み方や時間が関係していることもあるので、まずは医師や薬剤師に相談してください。 No readable text, no numerals, no speech bubbles, no subtitles, avoid photorealism, avoid panic, avoid youthful skin or youthful posture."
64,health_sign,process_metaphor,no_host,no_readable_text,,text_to_image,"{""semantic_target"": ""食欲が落ちた。"", ""visualizable_core"": ""calm symptom awareness"", ""scene_function"": ""process_metaphor"", ""subject_lock"": ""visible Japanese senior daily-life subject or object-focused cue"", ""context_lock"": ""health_sign"", ""visible_text_need"": ""none"", ""risk_guardrails"": ""no panic, no diagnosis, no repeated vid_001/vid_002 scenes"", ""demographic_lock"": ""silver-gray hair, wrinkles, weathered hands, age-appropriate posture""}","Generate a clean editorial manga illustration in a seinen soft educational style, old-school two-dimensional anime influence, clean ink line art, restrained screentone, flat soft low-saturation colors, warm neutral accents, panel-like clarity, low clutter. A restrained symbolic scene about noticing body signals: a visibly elderly Japanese senior with silver-gray hair, fine wrinkles around the eyes, slightly weathered hands, and relaxed age-appropriate posture calmly touching the forehead or sitting beside a bedside table while a family member observes with concern, no emergency. Japanese domestic morning setting, soft light, safe posture, gentle concern. Keep ordinary Japanese domestic cues, practical senior clothing, soft low-saturation colors, and clear panel-like composition. The image should support this narration beat: 食欲が落ちた。 No readable text, no numerals, no speech bubbles, no subtitles, avoid photorealism, avoid panic, avoid youthful skin or youthful posture."
65,health_sign,process_metaphor,no_host,no_readable_text,,text_to_image,"{""semantic_target"": ""体重が急に減った。"", ""visualizable_core"": ""calm symptom awareness"", ""scene_function"": ""process_metaphor"", ""subject_lock"": ""visible Japanese senior daily-life subject or object-focused cue"", ""context_lock"": ""health_sign"", ""visible_text_need"": ""none"", ""risk_guardrails"": ""no panic, no diagnosis, no repeated vid_001/vid_002 scenes"", ""demographic_lock"": ""silver-gray hair, wrinkles, weathered hands, age-appropriate posture""}","Generate a clean editorial manga illustration in a seinen soft educational style, old-school two-dimensional anime influence, clean ink line art, restrained screentone, flat soft low-saturation colors, warm neutral accents, panel-like clarity, low clutter. A restrained symbolic scene about noticing body signals: a visibly elderly Japanese senior with silver-gray hair, fine wrinkles around the eyes, slightly weathered hands, and relaxed age-appropriate posture calmly touching the forehead or sitting beside a bedside table while a family member observes with concern, no emergency. Japanese domestic morning setting, soft light, safe posture, gentle concern. Keep ordinary Japanese domestic cues, practical senior clothing, soft low-saturation colors, and clear panel-like composition. The image should support this narration beat: 体重が急に減った。 No readable text, no numerals, no speech bubbles, no subtitles, avoid photorealism, avoid panic, avoid youthful skin or youthful posture."
66,health_sign,process_metaphor,no_host,no_readable_text,,text_to_image,"{""semantic_target"": ""気持ちが沈んで、好きだったことにも興味が湧かない。"", ""visualizable_core"": ""calm symptom awareness"", ""scene_function"": ""process_metaphor"", ""subject_lock"": ""visible Japanese senior daily-life subject or object-focused cue"", ""context_lock"": ""health_sign"", ""visible_text_need"": ""none"", ""risk_guardrails"": ""no panic, no diagnosis, no repeated vid_001/vid_002 scenes"", ""demographic_lock"": ""silver-gray hair, wrinkles, weathered hands, age-appropriate posture""}","Generate a clean editorial manga illustration in a seinen soft educational style, old-school two-dimensional anime influence, clean ink line art, restrained screentone, flat soft low-saturation colors, warm neutral accents, panel-like clarity, low clutter. A restrained symbolic scene about noticing body signals: a visibly elderly Japanese senior with silver-gray hair, fine wrinkles around the eyes, slightly weathered hands, and relaxed age-appropriate posture calmly touching the forehead or sitting beside a bedside table while a family member observes with concern, no emergency. Japanese domestic morning setting, soft light, safe posture, gentle concern. Keep ordinary Japanese domestic cues, practical senior clothing, soft low-saturation colors, and clear panel-like composition. The image should support this narration beat: 気持ちが沈んで、好きだったことにも興味が湧かない。 No readable text, no numerals, no speech bubbles, no subtitles, avoid photorealism, avoid panic, avoid youthful skin or youthful posture."
67,health_sign,process_metaphor,no_host,no_readable_text,,text_to_image,"{""semantic_target"": ""息切れや胸の痛み、強いめまいがある。"", ""visualizable_core"": ""calm symptom awareness"", ""scene_function"": ""process_metaphor"", ""subject_lock"": ""visible Japanese senior daily-life subject or object-focused cue"", ""context_lock"": ""health_sign"", ""visible_text_need"": ""none"", ""risk_guardrails"": ""no panic, no diagnosis, no repeated vid_001/vid_002 scenes"", ""demographic_lock"": ""silver-gray hair, wrinkles, weathered hands, age-appropriate posture""}","Generate a clean editorial manga illustration in a seinen soft educational style, old-school two-dimensional anime influence, clean ink line art, restrained screentone, flat soft low-saturation colors, warm neutral accents, panel-like clarity, low clutter. A restrained symbolic scene about noticing body signals: a visibly elderly Japanese senior with silver-gray hair, fine wrinkles around the eyes, slightly weathered hands, and relaxed age-appropriate posture calmly touching the forehead or sitting beside a bedside table while a family member observes with concern, no emergency. Japanese domestic morning setting, soft light, safe posture, gentle concern. Keep ordinary Japanese domestic cues, practical senior clothing, soft low-saturation colors, and clear panel-like composition. The image should support this narration beat: 息切れや胸の痛み、強いめまいがある。 No readable text, no numerals, no speech bubbles, no subtitles, avoid photorealism, avoid panic, avoid youthful skin or youthful posture."
68,explanation,comparison_pair,no_host,no_readable_text,,text_to_image,"{""semantic_target"": ""このような変化があるときも、朝のだるさだけの問題として済ませない方が安心です。"", ""visualizable_core"": ""senior wellness explanation"", ""scene_function"": ""comparison_pair"", ""subject_lock"": ""visible Japanese senior daily-life subject or object-focused cue"", ""context_lock"": ""explanation"", ""visible_text_need"": ""none"", ""risk_guardrails"": ""no panic, no diagnosis, no repeated vid_001/vid_002 scenes"", ""demographic_lock"": ""silver-gray hair, wrinkles, weathered hands, age-appropriate posture""}","Generate a clean editorial manga illustration in a seinen soft educational style, old-school two-dimensional anime influence, clean ink line art, restrained screentone, flat soft low-saturation colors, warm neutral accents, panel-like clarity, low clutter. A calm educational metaphor scene for senior wellness, showing the body clock as soft morning light entering a Japanese home with a visibly elderly Japanese senior with silver-gray hair, fine wrinkles around the eyes, slightly weathered hands, and relaxed age-appropriate posture nearby. Low-clutter symbolic composition, no fake scientific proof, no medical devices. Keep ordinary Japanese domestic cues, practical senior clothing, soft low-saturation colors, and clear panel-like composition. The image should support this narration beat: このような変化があるときも、朝のだるさだけの問題として済ませない方が安心です。 No readable text, no numerals, no speech bubbles, no subtitles, avoid photorealism, avoid panic, avoid youthful skin or youthful posture."
69,record_consult,object_focus,no_host,no_readable_text,,text_to_image,"{""semantic_target"": ""相談するときに役立つのが、簡単なメモです。"", ""visualizable_core"": ""simple notebook and consultation cue"", ""scene_function"": ""object_focus"", ""subject_lock"": ""visible Japanese senior daily-life subject or object-focused cue"", ""context_lock"": ""record_consult"", ""visible_text_need"": ""none"", ""risk_guardrails"": ""no panic, no diagnosis, no repeated vid_001/vid_002 scenes"", ""demographic_lock"": ""silver-gray hair, wrinkles, weathered hands, age-appropriate posture""}","Generate a clean editorial manga illustration in a seinen soft educational style, old-school two-dimensional anime influence, clean ink line art, restrained screentone, flat soft low-saturation colors, warm neutral accents, panel-like clarity, low clutter. A close calm view of weathered senior hands writing simple marks in a small notebook, or holding it during an ordinary routine clinic consultation context. Ordinary Japanese home table or calm clinic waiting space, blank-looking notebook pages with no readable text. Keep ordinary Japanese domestic cues, practical senior clothing, soft low-saturation colors, and clear panel-like composition. The image should support this narration beat: 相談するときに役立つのが、簡単なメモです。 No readable text, no numerals, no speech bubbles, no subtitles, avoid photorealism, avoid panic, avoid youthful skin or youthful posture."
70,explanation,everyday_example,no_host,no_readable_text,,text_to_image,"{""semantic_target"": ""何時に寝て、何時に起きたか。"", ""visualizable_core"": ""senior wellness explanation"", ""scene_function"": ""everyday_example"", ""subject_lock"": ""visible Japanese senior daily-life subject or object-focused cue"", ""context_lock"": ""explanation"", ""visible_text_need"": ""none"", ""risk_guardrails"": ""no panic, no diagnosis, no repeated vid_001/vid_002 scenes"", ""demographic_lock"": ""silver-gray hair, wrinkles, weathered hands, age-appropriate posture""}","Generate a clean editorial manga illustration in a seinen soft educational style, old-school two-dimensional anime influence, clean ink line art, restrained screentone, flat soft low-saturation colors, warm neutral accents, panel-like clarity, low clutter. A calm educational metaphor scene for senior wellness, showing the body clock as soft morning light entering a Japanese home with a visibly elderly Japanese senior with silver-gray hair, fine wrinkles around the eyes, slightly weathered hands, and relaxed age-appropriate posture nearby. Low-clutter symbolic composition, no fake scientific proof, no medical devices. Keep ordinary Japanese domestic cues, practical senior clothing, soft low-saturation colors, and clear panel-like composition. The image should support this narration beat: 何時に寝て、何時に起きたか。 No readable text, no numerals, no speech bubbles, no subtitles, avoid photorealism, avoid panic, avoid youthful skin or youthful posture."
71,night_environment,environment_bridge,no_host,no_readable_text,,text_to_image,"{""semantic_target"": ""夜中に何回くらい目が覚めたか。"", ""visualizable_core"": ""bedroom environment"", ""scene_function"": ""environment_bridge"", ""subject_lock"": ""visible Japanese senior daily-life subject or object-focused cue"", ""context_lock"": ""night_environment"", ""visible_text_need"": ""none"", ""risk_guardrails"": ""no panic, no diagnosis, no repeated vid_001/vid_002 scenes"", ""demographic_lock"": ""silver-gray hair, wrinkles, weathered hands, age-appropriate posture""}","Generate a clean editorial manga illustration in a seinen soft educational style, old-school two-dimensional anime influence, clean ink line art, restrained screentone, flat soft low-saturation colors, warm neutral accents, panel-like clarity, low clutter. A quiet Japanese bedroom scene with a visibly elderly Japanese senior with silver-gray hair, fine wrinkles around the eyes, slightly weathered hands, and relaxed age-appropriate posture preparing a calmer sleep environment, dim warm lamp, smartphone placed away from the pillow, bedding arranged neatly. Evening atmosphere, darkened room, calm household props, no visible screen content. Keep ordinary Japanese domestic cues, practical senior clothing, soft low-saturation colors, and clear panel-like composition. The image should support this narration beat: 夜中に何回くらい目が覚めたか。 No readable text, no numerals, no speech bubbles, no subtitles, avoid photorealism, avoid panic, avoid youthful skin or youthful posture."
72,explanation,process_metaphor,no_host,no_readable_text,,text_to_image,"{""semantic_target"": ""朝のだるさは、軽いのか、動けないほどなのか。"", ""visualizable_core"": ""senior wellness explanation"", ""scene_function"": ""process_metaphor"", ""subject_lock"": ""visible Japanese senior daily-life subject or object-focused cue"", ""context_lock"": ""explanation"", ""visible_text_need"": ""none"", ""risk_guardrails"": ""no panic, no diagnosis, no repeated vid_001/vid_002 scenes"", ""demographic_lock"": ""silver-gray hair, wrinkles, weathered hands, age-appropriate posture""}","Generate a clean editorial manga illustration in a seinen soft educational style, old-school two-dimensional anime influence, clean ink line art, restrained screentone, flat soft low-saturation colors, warm neutral accents, panel-like clarity, low clutter. A calm educational metaphor scene for senior wellness, showing the body clock as soft morning light entering a Japanese home with a visibly elderly Japanese senior with silver-gray hair, fine wrinkles around the eyes, slightly weathered hands, and relaxed age-appropriate posture nearby. Low-clutter symbolic composition, no fake scientific proof, no medical devices. Keep ordinary Japanese domestic cues, practical senior clothing, soft low-saturation colors, and clear panel-like composition. The image should support this narration beat: 朝のだるさは、軽いのか、動けないほどなのか。 No readable text, no numerals, no speech bubbles, no subtitles, avoid photorealism, avoid panic, avoid youthful skin or youthful posture."
73,explanation,comparison_pair,no_host,no_readable_text,,text_to_image,"{""semantic_target"": ""昼間に眠くなる時間はあるか。"", ""visualizable_core"": ""senior wellness explanation"", ""scene_function"": ""comparison_pair"", ""subject_lock"": ""visible Japanese senior daily-life subject or object-focused cue"", ""context_lock"": ""explanation"", ""visible_text_need"": ""none"", ""risk_guardrails"": ""no panic, no diagnosis, no repeated vid_001/vid_002 scenes"", ""demographic_lock"": ""silver-gray hair, wrinkles, weathered hands, age-appropriate posture""}","Generate a clean editorial manga illustration in a seinen soft educational style, old-school two-dimensional anime influence, clean ink line art, restrained screentone, flat soft low-saturation colors, warm neutral accents, panel-like clarity, low clutter. A calm educational metaphor scene for senior wellness, showing the body clock as soft morning light entering a Japanese home with a visibly elderly Japanese senior with silver-gray hair, fine wrinkles around the eyes, slightly weathered hands, and relaxed age-appropriate posture nearby. Low-clutter symbolic composition, no fake scientific proof, no medical devices. Keep ordinary Japanese domestic cues, practical senior clothing, soft low-saturation colors, and clear panel-like composition. The image should support this narration beat: 昼間に眠くなる時間はあるか。 No readable text, no numerals, no speech bubbles, no subtitles, avoid photorealism, avoid panic, avoid youthful skin or youthful posture."
74,health_sign,process_metaphor,no_host,no_readable_text,,text_to_image,"{""semantic_target"": ""いびきや呼吸のことを、家族に言われたことがあるか。"", ""visualizable_core"": ""calm symptom awareness"", ""scene_function"": ""process_metaphor"", ""subject_lock"": ""visible Japanese senior daily-life subject or object-focused cue"", ""context_lock"": ""health_sign"", ""visible_text_need"": ""none"", ""risk_guardrails"": ""no panic, no diagnosis, no repeated vid_001/vid_002 scenes"", ""demographic_lock"": ""silver-gray hair, wrinkles, weathered hands, age-appropriate posture""}","Generate a clean editorial manga illustration in a seinen soft educational style, old-school two-dimensional anime influence, clean ink line art, restrained screentone, flat soft low-saturation colors, warm neutral accents, panel-like clarity, low clutter. A restrained symbolic scene about noticing body signals: a visibly elderly Japanese senior with silver-gray hair, fine wrinkles around the eyes, slightly weathered hands, and relaxed age-appropriate posture calmly touching the forehead or sitting beside a bedside table while a family member observes with concern, no emergency. Japanese domestic morning setting, soft light, safe posture, gentle concern. Keep ordinary Japanese domestic cues, practical senior clothing, soft low-saturation colors, and clear panel-like composition. The image should support this narration beat: いびきや呼吸のことを、家族に言われたことがあるか。 No readable text, no numerals, no speech bubbles, no subtitles, avoid photorealism, avoid panic, avoid youthful skin or youthful posture."
75,record_consult,object_focus,no_host,no_readable_text,,text_to_image,"{""semantic_target"": ""こうしたことを数日だけでも書いておくと、診察のときに伝えやすくなります。"", ""visualizable_core"": ""simple notebook and consultation cue"", ""scene_function"": ""object_focus"", ""subject_lock"": ""visible Japanese senior daily-life subject or object-focused cue"", ""context_lock"": ""record_consult"", ""visible_text_need"": ""none"", ""risk_guardrails"": ""no panic, no diagnosis, no repeated vid_001/vid_002 scenes"", ""demographic_lock"": ""silver-gray hair, wrinkles, weathered hands, age-appropriate posture""}","Generate a clean editorial manga illustration in a seinen soft educational style, old-school two-dimensional anime influence, clean ink line art, restrained screentone, flat soft low-saturation colors, warm neutral accents, panel-like clarity, low clutter. A close calm view of weathered senior hands writing simple marks in a small notebook, or holding it during an ordinary routine clinic consultation context. Ordinary Japanese home table or calm clinic waiting space, blank-looking notebook pages with no readable text. Keep ordinary Japanese domestic cues, practical senior clothing, soft low-saturation colors, and clear panel-like composition. The image should support this narration beat: こうしたことを数日だけでも書いておくと、診察のときに伝えやすくなります。 No readable text, no numerals, no speech bubbles, no subtitles, avoid photorealism, avoid panic, avoid youthful skin or youthful posture."
76,record_consult,object_focus,no_host,no_readable_text,,text_to_image,"{""semantic_target"": ""完璧な記録でなくて大丈夫です。"", ""visualizable_core"": ""simple notebook and consultation cue"", ""scene_function"": ""object_focus"", ""subject_lock"": ""visible Japanese senior daily-life subject or object-focused cue"", ""context_lock"": ""record_consult"", ""visible_text_need"": ""none"", ""risk_guardrails"": ""no panic, no diagnosis, no repeated vid_001/vid_002 scenes"", ""demographic_lock"": ""silver-gray hair, wrinkles, weathered hands, age-appropriate posture""}","Generate a clean editorial manga illustration in a seinen soft educational style, old-school two-dimensional anime influence, clean ink line art, restrained screentone, flat soft low-saturation colors, warm neutral accents, panel-like clarity, low clutter. A close calm view of weathered senior hands writing simple marks in a small notebook, or holding it during an ordinary routine clinic consultation context. Ordinary Japanese home table or calm clinic waiting space, blank-looking notebook pages with no readable text. Keep ordinary Japanese domestic cues, practical senior clothing, soft low-saturation colors, and clear panel-like composition. The image should support this narration beat: 完璧な記録でなくて大丈夫です。 No readable text, no numerals, no speech bubbles, no subtitles, avoid photorealism, avoid panic, avoid youthful skin or youthful posture."
