script_text,prompt_img_nano,prompt_video_veo3
朝のだるさは、生活習慣だけで説明できる場合もあります。,"Generate a clean editorial manga illustration in a seinen soft educational style, old-school two-dimensional anime influence, clean ink line art, restrained screentone, flat soft low-saturation colors, warm neutral accents, panel-like clarity, low clutter. A calm educational metaphor scene for senior wellness, showing the body clock as soft morning light entering a Japanese home with a visibly elderly Japanese senior with silver-gray hair, fine wrinkles around the eyes, slightly weathered hands, and relaxed age-appropriate posture nearby. Low-clutter symbolic composition, no fake scientific proof, no medical devices. Keep ordinary Japanese domestic cues, practical senior clothing, soft low-saturation colors, and clear panel-like composition. The image should support this narration beat: 朝のだるさは、生活習慣だけで説明できる場合もあります。 No readable text, no numerals, no speech bubbles, no subtitles, avoid photorealism, avoid panic, avoid youthful skin or youthful posture.","Focused motion beat 56 for senior wellness explanation. near miss role; Steady observational hold; the symbolic light cue drifts gently across the composition. Keep attention on the quiet explanatory cue. soft layered parallax suggests the body clock settling. Preserve the calm senior-friendly educational mood and the existing illustration style. (Silent video, no audio). No dialogue, no lip sync, no direct-to-camera speech, no singing, no chanting, no new readable text, no character redesign, no scene redesign."
でも、睡眠の病気や、薬の影響、気持ちの落ち込み、体の病気が関係していることもあります。,"Generate a clean editorial manga illustration in a seinen soft educational style, old-school two-dimensional anime influence, clean ink line art, restrained screentone, flat soft low-saturation colors, warm neutral accents, panel-like clarity, low clutter. A restrained symbolic scene about noticing body signals: a visibly elderly Japanese senior with silver-gray hair, fine wrinkles around the eyes, slightly weathered hands, and relaxed age-appropriate posture calmly touching the forehead or sitting beside a bedside table while a family member observes with concern, no emergency. Japanese domestic morning setting, soft light, safe posture, gentle concern. Keep ordinary Japanese domestic cues, practical senior clothing, soft low-saturation colors, and clear panel-like composition. The image should support this narration beat: でも、睡眠の病気や、薬の影響、気持ちの落ち込み、体の病気が関係していることもあります。 No readable text, no numerals, no speech bubbles, no subtitles, avoid photorealism, avoid panic, avoid youthful skin or youthful posture.","Focused motion beat 57 for calm symptom awareness. contrast role; Slow forward drift; the subject makes a small thoughtful pause and adjusts posture safely. Keep attention on the body-signal awareness cue. soft morning light changes gently around the bedside. Preserve the calm senior-friendly educational mood and the existing illustration style. (Silent video, no audio). No dialogue, no lip sync, no direct-to-camera speech, no singing, no chanting, no new readable text, no character redesign, no scene redesign."
たとえば、ご家族から、いびきが大きいと言われたことはありませんか。,"Generate a clean editorial manga illustration in a seinen soft educational style, old-school two-dimensional anime influence, clean ink line art, restrained screentone, flat soft low-saturation colors, warm neutral accents, panel-like clarity, low clutter. A restrained symbolic scene about noticing body signals: a visibly elderly Japanese senior with silver-gray hair, fine wrinkles around the eyes, slightly weathered hands, and relaxed age-appropriate posture calmly touching the forehead or sitting beside a bedside table while a family member observes with concern, no emergency. Japanese domestic morning setting, soft light, safe posture, gentle concern. Keep ordinary Japanese domestic cues, practical senior clothing, soft low-saturation colors, and clear panel-like composition. The image should support this narration beat: たとえば、ご家族から、いびきが大きいと言われたことはありませんか。 No readable text, no numerals, no speech bubbles, no subtitles, avoid photorealism, avoid panic, avoid youthful skin or youthful posture.","Focused motion beat 58 for calm symptom awareness. checklist role; Gentle lateral slide; the subject makes a small thoughtful pause and adjusts posture safely. Keep attention on the body-signal awareness cue. soft morning light changes gently around the bedside. Preserve the calm senior-friendly educational mood and the existing illustration style. (Silent video, no audio). No dialogue, no lip sync, no direct-to-camera speech, no singing, no chanting, no new readable text, no character redesign, no scene redesign."
眠っている間に呼吸が止まっているように見える、と言われたことはないでしょうか。,"Generate a clean editorial manga illustration in a seinen soft educational style, old-school two-dimensional anime influence, clean ink line art, restrained screentone, flat soft low-saturation colors, warm neutral accents, panel-like clarity, low clutter. A restrained symbolic scene about noticing body signals: a visibly elderly Japanese senior with silver-gray hair, fine wrinkles around the eyes, slightly weathered hands, and relaxed age-appropriate posture calmly touching the forehead or sitting beside a bedside table while a family member observes with concern, no emergency. Japanese domestic morning setting, soft light, safe posture, gentle concern. Keep ordinary Japanese domestic cues, practical senior clothing, soft low-saturation colors, and clear panel-like composition. The image should support this narration beat: 眠っている間に呼吸が止まっているように見える、と言われたことはないでしょうか。 No readable text, no numerals, no speech bubbles, no subtitles, avoid photorealism, avoid panic, avoid youthful skin or youthful posture.","Focused motion beat 59 for calm symptom awareness. expert emphasis role; Soft overhead-to-front tilt; the subject makes a small thoughtful pause and adjusts posture safely. Keep attention on the body-signal awareness cue. soft morning light changes gently around the bedside. Preserve the calm senior-friendly educational mood and the existing illustration style. (Silent video, no audio). No dialogue, no lip sync, no direct-to-camera speech, no singing, no chanting, no new readable text, no character redesign, no scene redesign."
朝起きたときに頭が痛い。,"Generate a clean editorial manga illustration in a seinen soft educational style, old-school two-dimensional anime influence, clean ink line art, restrained screentone, flat soft low-saturation colors, warm neutral accents, panel-like clarity, low clutter. A restrained symbolic scene about noticing body signals: a visibly elderly Japanese senior with silver-gray hair, fine wrinkles around the eyes, slightly weathered hands, and relaxed age-appropriate posture calmly touching the forehead or sitting beside a bedside table while a family member observes with concern, no emergency. Japanese domestic morning setting, soft light, safe posture, gentle concern. Keep ordinary Japanese domestic cues, practical senior clothing, soft low-saturation colors, and clear panel-like composition. The image should support this narration beat: 朝起きたときに頭が痛い。 No readable text, no numerals, no speech bubbles, no subtitles, avoid photorealism, avoid panic, avoid youthful skin or youthful posture.","Focused motion beat 60 for calm symptom awareness. solution demo role; Measured parallax hold; the subject makes a small thoughtful pause and adjusts posture safely. Keep attention on the body-signal awareness cue. soft morning light changes gently around the bedside. Preserve the calm senior-friendly educational mood and the existing illustration style. (Silent video, no audio). No dialogue, no lip sync, no direct-to-camera speech, no singing, no chanting, no new readable text, no character redesign, no scene redesign."
昼間に強い眠気があり、座っているだけでうとうとしてしまう。,"Generate a clean editorial manga illustration in a seinen soft educational style, old-school two-dimensional anime influence, clean ink line art, restrained screentone, flat soft low-saturation colors, warm neutral accents, panel-like clarity, low clutter. A restrained symbolic scene about noticing body signals: a visibly elderly Japanese senior with silver-gray hair, fine wrinkles around the eyes, slightly weathered hands, and relaxed age-appropriate posture calmly touching the forehead or sitting beside a bedside table while a family member observes with concern, no emergency. Japanese domestic morning setting, soft light, safe posture, gentle concern. Keep ordinary Japanese domestic cues, practical senior clothing, soft low-saturation colors, and clear panel-like composition. The image should support this narration beat: 昼間に強い眠気があり、座っているだけでうとうとしてしまう。 No readable text, no numerals, no speech bubbles, no subtitles, avoid photorealism, avoid panic, avoid youthful skin or youthful posture.","Focused motion beat 61 for calm symptom awareness. danger reveal role; Calm push-in; the subject makes a small thoughtful pause and adjusts posture safely. Keep attention on the body-signal awareness cue. soft morning light changes gently around the bedside. Preserve the calm senior-friendly educational mood and the existing illustration style. (Silent video, no audio). No dialogue, no lip sync, no direct-to-camera speech, no singing, no chanting, no new readable text, no character redesign, no scene redesign."
こうしたサインが重なるときは、睡眠の質が下がっている可能性があります。,"Generate a clean editorial manga illustration in a seinen soft educational style, old-school two-dimensional anime influence, clean ink line art, restrained screentone, flat soft low-saturation colors, warm neutral accents, panel-like clarity, low clutter. A calm educational metaphor scene for senior wellness, showing the body clock as soft morning light entering a Japanese home with a visibly elderly Japanese senior with silver-gray hair, fine wrinkles around the eyes, slightly weathered hands, and relaxed age-appropriate posture nearby. Low-clutter symbolic composition, no fake scientific proof, no medical devices. Keep ordinary Japanese domestic cues, practical senior clothing, soft low-saturation colors, and clear panel-like composition. The image should support this narration beat: こうしたサインが重なるときは、睡眠の質が下がっている可能性があります。 No readable text, no numerals, no speech bubbles, no subtitles, avoid photorealism, avoid panic, avoid youthful skin or youthful posture.","Focused motion beat 62 for senior wellness explanation. near miss role; Subtle rightward pan; the symbolic light cue drifts gently across the composition. Keep attention on the quiet explanatory cue. soft layered parallax suggests the body clock settling. Preserve the calm senior-friendly educational mood and the existing illustration style. (Silent video, no audio). No dialogue, no lip sync, no direct-to-camera speech, no singing, no chanting, no new readable text, no character redesign, no scene redesign."
また、最近薬が変わったあとから、朝のだるさが強くなった場合も、自己判断で薬をやめてはいけません。,"Generate a clean editorial manga illustration in a seinen soft educational style, old-school two-dimensional anime influence, clean ink line art, restrained screentone, flat soft low-saturation colors, warm neutral accents, panel-like clarity, low clutter. A restrained symbolic scene about noticing body signals: a visibly elderly Japanese senior with silver-gray hair, fine wrinkles around the eyes, slightly weathered hands, and relaxed age-appropriate posture calmly touching the forehead or sitting beside a bedside table while a family member observes with concern, no emergency. Japanese domestic morning setting, soft light, safe posture, gentle concern. Keep ordinary Japanese domestic cues, practical senior clothing, soft low-saturation colors, and clear panel-like composition. The image should support this narration beat: また、最近薬が変わったあとから、朝のだるさが強くなった場合も、自己判断で薬をやめてはいけません。 No readable text, no numerals, no speech bubbles, no subtitles, avoid photorealism, avoid panic, avoid youthful skin or youthful posture.","Focused motion beat 63 for calm symptom awareness. contrast role; Slow reveal drift; the subject makes a small thoughtful pause and adjusts posture safely. Keep attention on the body-signal awareness cue. soft morning light changes gently around the bedside. Preserve the calm senior-friendly educational mood and the existing illustration style. (Silent video, no audio). No dialogue, no lip sync, no direct-to-camera speech, no singing, no chanting, no new readable text, no character redesign, no scene redesign."
薬の飲み方や時間が関係していることもあるので、まずは医師や薬剤師に相談してください。,"Generate a clean editorial manga illustration in a seinen soft educational style, old-school two-dimensional anime influence, clean ink line art, restrained screentone, flat soft low-saturation colors, warm neutral accents, panel-like clarity, low clutter. A close calm view of weathered senior hands writing simple marks in a small notebook, or holding it during an ordinary routine clinic consultation context. Ordinary Japanese home table or calm clinic waiting space, blank-looking notebook pages with no readable text. Keep ordinary Japanese domestic cues, practical senior clothing, soft low-saturation colors, and clear panel-like composition. The image should support this narration beat: 薬の飲み方や時間が関係していることもあるので、まずは医師や薬剤師に相談してください。 No readable text, no numerals, no speech bubbles, no subtitles, avoid photorealism, avoid panic, avoid youthful skin or youthful posture.","Focused motion beat 64 for simple notebook and consultation cue. checklist role; Steady observational hold; the hand adds a small mark to the notebook or gently closes it after checking. Keep attention on the simple note-taking action. paper edges lift slightly with the movement. Preserve the calm senior-friendly educational mood and the existing illustration style. (Silent video, no audio). No dialogue, no lip sync, no direct-to-camera speech, no singing, no chanting, no new readable text, no character redesign, no scene redesign."
食欲が落ちた。,"Generate a clean editorial manga illustration in a seinen soft educational style, old-school two-dimensional anime influence, clean ink line art, restrained screentone, flat soft low-saturation colors, warm neutral accents, panel-like clarity, low clutter. A restrained symbolic scene about noticing body signals: a visibly elderly Japanese senior with silver-gray hair, fine wrinkles around the eyes, slightly weathered hands, and relaxed age-appropriate posture calmly touching the forehead or sitting beside a bedside table while a family member observes with concern, no emergency. Japanese domestic morning setting, soft light, safe posture, gentle concern. Keep ordinary Japanese domestic cues, practical senior clothing, soft low-saturation colors, and clear panel-like composition. The image should support this narration beat: 食欲が落ちた。 No readable text, no numerals, no speech bubbles, no subtitles, avoid photorealism, avoid panic, avoid youthful skin or youthful posture.","Focused motion beat 65 for calm symptom awareness. expert emphasis role; Slow forward drift; the subject makes a small thoughtful pause and adjusts posture safely. Keep attention on the body-signal awareness cue. soft morning light changes gently around the bedside. Preserve the calm senior-friendly educational mood and the existing illustration style. (Silent video, no audio). No dialogue, no lip sync, no direct-to-camera speech, no singing, no chanting, no new readable text, no character redesign, no scene redesign."
体重が急に減った。,"Generate a clean editorial manga illustration in a seinen soft educational style, old-school two-dimensional anime influence, clean ink line art, restrained screentone, flat soft low-saturation colors, warm neutral accents, panel-like clarity, low clutter. A restrained symbolic scene about noticing body signals: a visibly elderly Japanese senior with silver-gray hair, fine wrinkles around the eyes, slightly weathered hands, and relaxed age-appropriate posture calmly touching the forehead or sitting beside a bedside table while a family member observes with concern, no emergency. Japanese domestic morning setting, soft light, safe posture, gentle concern. Keep ordinary Japanese domestic cues, practical senior clothing, soft low-saturation colors, and clear panel-like composition. The image should support this narration beat: 体重が急に減った。 No readable text, no numerals, no speech bubbles, no subtitles, avoid photorealism, avoid panic, avoid youthful skin or youthful posture.","Focused motion beat 66 for calm symptom awareness. solution demo role; Gentle lateral slide; the subject makes a small thoughtful pause and adjusts posture safely. Keep attention on the body-signal awareness cue. soft morning light changes gently around the bedside. Preserve the calm senior-friendly educational mood and the existing illustration style. (Silent video, no audio). No dialogue, no lip sync, no direct-to-camera speech, no singing, no chanting, no new readable text, no character redesign, no scene redesign."
気持ちが沈んで、好きだったことにも興味が湧かない。,"Generate a clean editorial manga illustration in a seinen soft educational style, old-school two-dimensional anime influence, clean ink line art, restrained screentone, flat soft low-saturation colors, warm neutral accents, panel-like clarity, low clutter. A restrained symbolic scene about noticing body signals: a visibly elderly Japanese senior with silver-gray hair, fine wrinkles around the eyes, slightly weathered hands, and relaxed age-appropriate posture calmly touching the forehead or sitting beside a bedside table while a family member observes with concern, no emergency. Japanese domestic morning setting, soft light, safe posture, gentle concern. Keep ordinary Japanese domestic cues, practical senior clothing, soft low-saturation colors, and clear panel-like composition. The image should support this narration beat: 気持ちが沈んで、好きだったことにも興味が湧かない。 No readable text, no numerals, no speech bubbles, no subtitles, avoid photorealism, avoid panic, avoid youthful skin or youthful posture.","Focused motion beat 67 for calm symptom awareness. danger reveal role; Soft overhead-to-front tilt; the subject makes a small thoughtful pause and adjusts posture safely. Keep attention on the body-signal awareness cue. soft morning light changes gently around the bedside. Preserve the calm senior-friendly educational mood and the existing illustration style. (Silent video, no audio). No dialogue, no lip sync, no direct-to-camera speech, no singing, no chanting, no new readable text, no character redesign, no scene redesign."
息切れや胸の痛み、強いめまいがある。,"Generate a clean editorial manga illustration in a seinen soft educational style, old-school two-dimensional anime influence, clean ink line art, restrained screentone, flat soft low-saturation colors, warm neutral accents, panel-like clarity, low clutter. A restrained symbolic scene about noticing body signals: a visibly elderly Japanese senior with silver-gray hair, fine wrinkles around the eyes, slightly weathered hands, and relaxed age-appropriate posture calmly touching the forehead or sitting beside a bedside table while a family member observes with concern, no emergency. Japanese domestic morning setting, soft light, safe posture, gentle concern. Keep ordinary Japanese domestic cues, practical senior clothing, soft low-saturation colors, and clear panel-like composition. The image should support this narration beat: 息切れや胸の痛み、強いめまいがある。 No readable text, no numerals, no speech bubbles, no subtitles, avoid photorealism, avoid panic, avoid youthful skin or youthful posture.","Focused motion beat 68 for calm symptom awareness. near miss role; Measured parallax hold; the subject makes a small thoughtful pause and adjusts posture safely. Keep attention on the body-signal awareness cue. soft morning light changes gently around the bedside. Preserve the calm senior-friendly educational mood and the existing illustration style. (Silent video, no audio). No dialogue, no lip sync, no direct-to-camera speech, no singing, no chanting, no new readable text, no character redesign, no scene redesign."
このような変化があるときも、朝のだるさだけの問題として済ませない方が安心です。,"Generate a clean editorial manga illustration in a seinen soft educational style, old-school two-dimensional anime influence, clean ink line art, restrained screentone, flat soft low-saturation colors, warm neutral accents, panel-like clarity, low clutter. A calm educational metaphor scene for senior wellness, showing the body clock as soft morning light entering a Japanese home with a visibly elderly Japanese senior with silver-gray hair, fine wrinkles around the eyes, slightly weathered hands, and relaxed age-appropriate posture nearby. Low-clutter symbolic composition, no fake scientific proof, no medical devices. Keep ordinary Japanese domestic cues, practical senior clothing, soft low-saturation colors, and clear panel-like composition. The image should support this narration beat: このような変化があるときも、朝のだるさだけの問題として済ませない方が安心です。 No readable text, no numerals, no speech bubbles, no subtitles, avoid photorealism, avoid panic, avoid youthful skin or youthful posture.","Focused motion beat 69 for senior wellness explanation. contrast role; Calm push-in; the symbolic light cue drifts gently across the composition. Keep attention on the quiet explanatory cue. soft layered parallax suggests the body clock settling. Preserve the calm senior-friendly educational mood and the existing illustration style. (Silent video, no audio). No dialogue, no lip sync, no direct-to-camera speech, no singing, no chanting, no new readable text, no character redesign, no scene redesign."
相談するときに役立つのが、簡単なメモです。,"Generate a clean editorial manga illustration in a seinen soft educational style, old-school two-dimensional anime influence, clean ink line art, restrained screentone, flat soft low-saturation colors, warm neutral accents, panel-like clarity, low clutter. A close calm view of weathered senior hands writing simple marks in a small notebook, or holding it during an ordinary routine clinic consultation context. Ordinary Japanese home table or calm clinic waiting space, blank-looking notebook pages with no readable text. Keep ordinary Japanese domestic cues, practical senior clothing, soft low-saturation colors, and clear panel-like composition. The image should support this narration beat: 相談するときに役立つのが、簡単なメモです。 No readable text, no numerals, no speech bubbles, no subtitles, avoid photorealism, avoid panic, avoid youthful skin or youthful posture.","Focused motion beat 70 for simple notebook and consultation cue. checklist role; Subtle rightward pan; the hand adds a small mark to the notebook or gently closes it after checking. Keep attention on the simple note-taking action. paper edges lift slightly with the movement. Preserve the calm senior-friendly educational mood and the existing illustration style. (Silent video, no audio). No dialogue, no lip sync, no direct-to-camera speech, no singing, no chanting, no new readable text, no character redesign, no scene redesign."
何時に寝て、何時に起きたか。,"Generate a clean editorial manga illustration in a seinen soft educational style, old-school two-dimensional anime influence, clean ink line art, restrained screentone, flat soft low-saturation colors, warm neutral accents, panel-like clarity, low clutter. A calm educational metaphor scene for senior wellness, showing the body clock as soft morning light entering a Japanese home with a visibly elderly Japanese senior with silver-gray hair, fine wrinkles around the eyes, slightly weathered hands, and relaxed age-appropriate posture nearby. Low-clutter symbolic composition, no fake scientific proof, no medical devices. Keep ordinary Japanese domestic cues, practical senior clothing, soft low-saturation colors, and clear panel-like composition. The image should support this narration beat: 何時に寝て、何時に起きたか。 No readable text, no numerals, no speech bubbles, no subtitles, avoid photorealism, avoid panic, avoid youthful skin or youthful posture.","Focused motion beat 71 for senior wellness explanation. expert emphasis role; Slow reveal drift; the symbolic light cue drifts gently across the composition. Keep attention on the quiet explanatory cue. soft layered parallax suggests the body clock settling. Preserve the calm senior-friendly educational mood and the existing illustration style. (Silent video, no audio). No dialogue, no lip sync, no direct-to-camera speech, no singing, no chanting, no new readable text, no character redesign, no scene redesign."
夜中に何回くらい目が覚めたか。,"Generate a clean editorial manga illustration in a seinen soft educational style, old-school two-dimensional anime influence, clean ink line art, restrained screentone, flat soft low-saturation colors, warm neutral accents, panel-like clarity, low clutter. A quiet Japanese bedroom scene with a visibly elderly Japanese senior with silver-gray hair, fine wrinkles around the eyes, slightly weathered hands, and relaxed age-appropriate posture preparing a calmer sleep environment, dim warm lamp, smartphone placed away from the pillow, bedding arranged neatly. Evening atmosphere, darkened room, calm household props, no visible screen content. Keep ordinary Japanese domestic cues, practical senior clothing, soft low-saturation colors, and clear panel-like composition. The image should support this narration beat: 夜中に何回くらい目が覚めたか。 No readable text, no numerals, no speech bubbles, no subtitles, avoid photorealism, avoid panic, avoid youthful skin or youthful posture.","Focused motion beat 72 for bedroom environment. solution demo role; Steady observational hold; the hand places the phone farther from the pillow or smooths the bedding in one small action. Keep attention on the calmer sleep environment. the lamp glow steadies and the curtain edge barely shifts. Preserve the calm senior-friendly educational mood and the existing illustration style. (Silent video, no audio). No dialogue, no lip sync, no direct-to-camera speech, no singing, no chanting, no new readable text, no character redesign, no scene redesign."
朝のだるさは、軽いのか、動けないほどなのか。,"Generate a clean editorial manga illustration in a seinen soft educational style, old-school two-dimensional anime influence, clean ink line art, restrained screentone, flat soft low-saturation colors, warm neutral accents, panel-like clarity, low clutter. A calm educational metaphor scene for senior wellness, showing the body clock as soft morning light entering a Japanese home with a visibly elderly Japanese senior with silver-gray hair, fine wrinkles around the eyes, slightly weathered hands, and relaxed age-appropriate posture nearby. Low-clutter symbolic composition, no fake scientific proof, no medical devices. Keep ordinary Japanese domestic cues, practical senior clothing, soft low-saturation colors, and clear panel-like composition. The image should support this narration beat: 朝のだるさは、軽いのか、動けないほどなのか。 No readable text, no numerals, no speech bubbles, no subtitles, avoid photorealism, avoid panic, avoid youthful skin or youthful posture.","Focused motion beat 73 for senior wellness explanation. danger reveal role; Slow forward drift; the symbolic light cue drifts gently across the composition. Keep attention on the quiet explanatory cue. soft layered parallax suggests the body clock settling. Preserve the calm senior-friendly educational mood and the existing illustration style. (Silent video, no audio). No dialogue, no lip sync, no direct-to-camera speech, no singing, no chanting, no new readable text, no character redesign, no scene redesign."
昼間に眠くなる時間はあるか。,"Generate a clean editorial manga illustration in a seinen soft educational style, old-school two-dimensional anime influence, clean ink line art, restrained screentone, flat soft low-saturation colors, warm neutral accents, panel-like clarity, low clutter. A calm educational metaphor scene for senior wellness, showing the body clock as soft morning light entering a Japanese home with a visibly elderly Japanese senior with silver-gray hair, fine wrinkles around the eyes, slightly weathered hands, and relaxed age-appropriate posture nearby. Low-clutter symbolic composition, no fake scientific proof, no medical devices. Keep ordinary Japanese domestic cues, practical senior clothing, soft low-saturation colors, and clear panel-like composition. The image should support this narration beat: 昼間に眠くなる時間はあるか。 No readable text, no numerals, no speech bubbles, no subtitles, avoid photorealism, avoid panic, avoid youthful skin or youthful posture.","Focused motion beat 74 for senior wellness explanation. near miss role; Gentle lateral slide; the symbolic light cue drifts gently across the composition. Keep attention on the quiet explanatory cue. soft layered parallax suggests the body clock settling. Preserve the calm senior-friendly educational mood and the existing illustration style. (Silent video, no audio). No dialogue, no lip sync, no direct-to-camera speech, no singing, no chanting, no new readable text, no character redesign, no scene redesign."
いびきや呼吸のことを、家族に言われたことがあるか。,"Generate a clean editorial manga illustration in a seinen soft educational style, old-school two-dimensional anime influence, clean ink line art, restrained screentone, flat soft low-saturation colors, warm neutral accents, panel-like clarity, low clutter. A restrained symbolic scene about noticing body signals: a visibly elderly Japanese senior with silver-gray hair, fine wrinkles around the eyes, slightly weathered hands, and relaxed age-appropriate posture calmly touching the forehead or sitting beside a bedside table while a family member observes with concern, no emergency. Japanese domestic morning setting, soft light, safe posture, gentle concern. Keep ordinary Japanese domestic cues, practical senior clothing, soft low-saturation colors, and clear panel-like composition. The image should support this narration beat: いびきや呼吸のことを、家族に言われたことがあるか。 No readable text, no numerals, no speech bubbles, no subtitles, avoid photorealism, avoid panic, avoid youthful skin or youthful posture.","Focused motion beat 75 for calm symptom awareness. contrast role; Soft overhead-to-front tilt; the subject makes a small thoughtful pause and adjusts posture safely. Keep attention on the body-signal awareness cue. soft morning light changes gently around the bedside. Preserve the calm senior-friendly educational mood and the existing illustration style. (Silent video, no audio). No dialogue, no lip sync, no direct-to-camera speech, no singing, no chanting, no new readable text, no character redesign, no scene redesign."
こうしたことを数日だけでも書いておくと、診察のときに伝えやすくなります。,"Generate a clean editorial manga illustration in a seinen soft educational style, old-school two-dimensional anime influence, clean ink line art, restrained screentone, flat soft low-saturation colors, warm neutral accents, panel-like clarity, low clutter. A close calm view of weathered senior hands writing simple marks in a small notebook, or holding it during an ordinary routine clinic consultation context. Ordinary Japanese home table or calm clinic waiting space, blank-looking notebook pages with no readable text. Keep ordinary Japanese domestic cues, practical senior clothing, soft low-saturation colors, and clear panel-like composition. The image should support this narration beat: こうしたことを数日だけでも書いておくと、診察のときに伝えやすくなります。 No readable text, no numerals, no speech bubbles, no subtitles, avoid photorealism, avoid panic, avoid youthful skin or youthful posture.","Focused motion beat 76 for simple notebook and consultation cue. checklist role; Measured parallax hold; the hand adds a small mark to the notebook or gently closes it after checking. Keep attention on the simple note-taking action. paper edges lift slightly with the movement. Preserve the calm senior-friendly educational mood and the existing illustration style. (Silent video, no audio). No dialogue, no lip sync, no direct-to-camera speech, no singing, no chanting, no new readable text, no character redesign, no scene redesign."
完璧な記録でなくて大丈夫です。,"Generate a clean editorial manga illustration in a seinen soft educational style, old-school two-dimensional anime influence, clean ink line art, restrained screentone, flat soft low-saturation colors, warm neutral accents, panel-like clarity, low clutter. A close calm view of weathered senior hands writing simple marks in a small notebook, or holding it during an ordinary routine clinic consultation context. Ordinary Japanese home table or calm clinic waiting space, blank-looking notebook pages with no readable text. Keep ordinary Japanese domestic cues, practical senior clothing, soft low-saturation colors, and clear panel-like composition. The image should support this narration beat: 完璧な記録でなくて大丈夫です。 No readable text, no numerals, no speech bubbles, no subtitles, avoid photorealism, avoid panic, avoid youthful skin or youthful posture.","Focused motion beat 77 for simple notebook and consultation cue. expert emphasis role; Calm push-in; the hand adds a small mark to the notebook or gently closes it after checking. Keep attention on the simple note-taking action. paper edges lift slightly with the movement. Preserve the calm senior-friendly educational mood and the existing illustration style. (Silent video, no audio). No dialogue, no lip sync, no direct-to-camera speech, no singing, no chanting, no new readable text, no character redesign, no scene redesign."
丸をつけるだけでも、短い言葉だけでも構いません。,"Generate a clean editorial manga illustration in a seinen soft educational style, old-school two-dimensional anime influence, clean ink line art, restrained screentone, flat soft low-saturation colors, warm neutral accents, panel-like clarity, low clutter. A calm educational metaphor scene for senior wellness, showing the body clock as soft morning light entering a Japanese home with a visibly elderly Japanese senior with silver-gray hair, fine wrinkles around the eyes, slightly weathered hands, and relaxed age-appropriate posture nearby. Low-clutter symbolic composition, no fake scientific proof, no medical devices. Keep ordinary Japanese domestic cues, practical senior clothing, soft low-saturation colors, and clear panel-like composition. The image should support this narration beat: 丸をつけるだけでも、短い言葉だけでも構いません。 No readable text, no numerals, no speech bubbles, no subtitles, avoid photorealism, avoid panic, avoid youthful skin or youthful posture.","Focused motion beat 78 for senior wellness explanation. solution demo role; Subtle rightward pan; the symbolic light cue drifts gently across the composition. Keep attention on the quiet explanatory cue. soft layered parallax suggests the body clock settling. Preserve the calm senior-friendly educational mood and the existing illustration style. (Silent video, no audio). No dialogue, no lip sync, no direct-to-camera speech, no singing, no chanting, no new readable text, no character redesign, no scene redesign."
大事なのは、なんとなくだるい、で終わらせず、体の変化を見える形にすることです。,"Generate a clean editorial manga illustration in a seinen soft educational style, old-school two-dimensional anime influence, clean ink line art, restrained screentone, flat soft low-saturation colors, warm neutral accents, panel-like clarity, low clutter. A calm educational metaphor scene for senior wellness, showing the body clock as soft morning light entering a Japanese home with a visibly elderly Japanese senior with silver-gray hair, fine wrinkles around the eyes, slightly weathered hands, and relaxed age-appropriate posture nearby. Low-clutter symbolic composition, no fake scientific proof, no medical devices. Keep ordinary Japanese domestic cues, practical senior clothing, soft low-saturation colors, and clear panel-like composition. The image should support this narration beat: 大事なのは、なんとなくだるい、で終わらせず、体の変化を見える形にすることです。 No readable text, no numerals, no speech bubbles, no subtitles, avoid photorealism, avoid panic, avoid youthful skin or youthful posture.","Focused motion beat 79 for senior wellness explanation. danger reveal role; Slow reveal drift; the symbolic light cue drifts gently across the composition. Keep attention on the quiet explanatory cue. soft layered parallax suggests the body clock settling. Preserve the calm senior-friendly educational mood and the existing illustration style. (Silent video, no audio). No dialogue, no lip sync, no direct-to-camera speech, no singing, no chanting, no new readable text, no character redesign, no scene redesign."
ここで、注意していただきたいことがあります。,"Generate a clean editorial manga illustration in a seinen soft educational style, old-school two-dimensional anime influence, clean ink line art, restrained screentone, flat soft low-saturation colors, warm neutral accents, panel-like clarity, low clutter. A calm educational metaphor scene for senior wellness, showing the body clock as soft morning light entering a Japanese home with a visibly elderly Japanese senior with silver-gray hair, fine wrinkles around the eyes, slightly weathered hands, and relaxed age-appropriate posture nearby. Low-clutter symbolic composition, no fake scientific proof, no medical devices. Keep ordinary Japanese domestic cues, practical senior clothing, soft low-saturation colors, and clear panel-like composition. The image should support this narration beat: ここで、注意していただきたいことがあります。 No readable text, no numerals, no speech bubbles, no subtitles, avoid photorealism, avoid panic, avoid youthful skin or youthful posture.","Focused motion beat 80 for senior wellness explanation. near miss role; Steady observational hold; the symbolic light cue drifts gently across the composition. Keep attention on the quiet explanatory cue. soft layered parallax suggests the body clock settling. Preserve the calm senior-friendly educational mood and the existing illustration style. (Silent video, no audio). No dialogue, no lip sync, no direct-to-camera speech, no singing, no chanting, no new readable text, no character redesign, no scene redesign."
