script_text,prompt_img_nano,prompt_video_veo3
病院の待合室では、思ったより長く座ることがあります。,"Generate a still keyframe in retro-clean 2D illustrated lifestyle handbook style, warm domestic Japanese details, flat soft colors, clean outlines, minimal clutter, senior-friendly object clarity. Show a senior-friendly waiting set with a small water bottle, light cardigan, glasses case, and hearing aid case. Setting: quiet clinic waiting corner rendered as generic Japanese public interior. The image supports this spoken line about: 病院の待合室では、思ったより長く座ることがあります。 Keep the composition simple, practical, and reassuring, with Japanese domestic or clinic-adjacent details only. Use object clarity and warm soft colors. No readable text, no numbers, no logos, no photorealism, no hospital emergency, no panic, no youth reduction.","Motion beat 060 uses solution_demo focus on comfort items. Use a steady close-up hold with slight settling toward comfort items; the cardigan edge and water bottle shift slightly as the items are arranged. Let the background remains still and uncluttered. Preserve the original illustration style, senior age cues, composition, and all source-image details. Do not create any new readable text. (Silent video, no audio). No speech, no lip sync, no direct-to-camera performance, no singing, no chanting, no scene redesign, no character redesign, no panic."
長い時間同じ姿勢でいると、足が重く感じたり、体が冷えたりすることがあります。,"Generate a still keyframe in retro-clean 2D illustrated lifestyle handbook style, warm domestic Japanese details, flat soft colors, clean outlines, minimal clutter, senior-friendly object clarity. Show a calm domestic preparation scene with a senior-safe clinic bag and small pouches. Setting: warm Japanese living room with minimal clutter. The image supports this spoken line about: 長い時間同じ姿勢でいると、足が重く感じたり、体が冷えたりすることがあります。 Keep the composition simple, practical, and reassuring, with Japanese domestic or clinic-adjacent details only. Use object clarity and warm soft colors. No readable text, no numbers, no logos, no photorealism, no hospital emergency, no panic, no youth reduction.","Motion beat 061 uses checklist focus on prepared items. Use a slow push-in toward prepared items; the camera drifts across the prepared items and settles on the pouch. Let soft morning light changes slightly. Preserve the original illustration style, senior age cues, composition, and all source-image details. Do not create any new readable text. (Silent video, no audio). No speech, no lip sync, no direct-to-camera performance, no singing, no chanting, no scene redesign, no character redesign, no panic."
厚生労働省では、長く座る場面で、軽い体操やかかとの上げ下ろし、水分補給などを紹介しています。,"Generate a still keyframe in retro-clean 2D illustrated lifestyle handbook style, warm domestic Japanese details, flat soft colors, clean outlines, minimal clutter, senior-friendly object clarity. Show a senior-friendly waiting set with a small water bottle, light cardigan, glasses case, and hearing aid case. Setting: quiet clinic waiting corner rendered as generic Japanese public interior. The image supports this spoken line about: 厚生労働省では、長く座る場面で、軽い体操やかかとの上げ下ろし、水分補給などを紹介しています。 Keep the composition simple, practical, and reassuring, with Japanese domestic or clinic-adjacent details only. Use object clarity and warm soft colors. No readable text, no numbers, no logos, no photorealism, no hospital emergency, no panic, no youth reduction.","Motion beat 062 uses contrast focus on comfort items. Use a gentle left-to-right pan toward comfort items; the cardigan edge and water bottle shift slightly as the items are arranged. Let a curtain edge moves almost imperceptibly. Preserve the original illustration style, senior age cues, composition, and all source-image details. Do not create any new readable text. (Silent video, no audio). No speech, no lip sync, no direct-to-camera performance, no singing, no chanting, no scene redesign, no character redesign, no panic."
待合室では、周りの迷惑にならない範囲で、足首をゆっくり動かしてみましょう。,"Generate a still keyframe in retro-clean 2D illustrated lifestyle handbook style, warm domestic Japanese details, flat soft colors, clean outlines, minimal clutter, senior-friendly object clarity. Show a senior-friendly waiting set with a small water bottle, light cardigan, glasses case, and hearing aid case. Setting: quiet clinic waiting corner rendered as generic Japanese public interior. The image supports this spoken line about: 待合室では、周りの迷惑にならない範囲で、足首をゆっくり動かしてみましょう。 Keep the composition simple, practical, and reassuring, with Japanese domestic or clinic-adjacent details only. Use object clarity and warm soft colors. No readable text, no numbers, no logos, no photorealism, no hospital emergency, no panic, no youth reduction.","Motion beat 063 uses solution_demo focus on comfort items. Use a soft downward tilt toward comfort items; the cardigan edge and water bottle shift slightly as the items are arranged. Let subtle shadow movement keeps the frame calm. Preserve the original illustration style, senior age cues, composition, and all source-image details. Do not create any new readable text. (Silent video, no audio). No speech, no lip sync, no direct-to-camera performance, no singing, no chanting, no scene redesign, no character redesign, no panic."
小さな水筒やペットボトルを持っておくと、こまめに水分を取りやすくなります。,"Generate a still keyframe in retro-clean 2D illustrated lifestyle handbook style, warm domestic Japanese details, flat soft colors, clean outlines, minimal clutter, senior-friendly object clarity. Show a senior-friendly waiting set with a small water bottle, light cardigan, glasses case, and hearing aid case. Setting: quiet clinic waiting corner rendered as generic Japanese public interior. The image supports this spoken line about: 小さな水筒やペットボトルを持っておくと、こまめに水分を取りやすくなります。 Keep the composition simple, practical, and reassuring, with Japanese domestic or clinic-adjacent details only. Use object clarity and warm soft colors. No readable text, no numbers, no logos, no photorealism, no hospital emergency, no panic, no youth reduction.","Motion beat 064 uses expert_emphasis focus on comfort items. Use a small parallax drift toward comfort items; the cardigan edge and water bottle shift slightly as the items are arranged. Let the background remains still and uncluttered. Preserve the original illustration style, senior age cues, composition, and all source-image details. Do not create any new readable text. (Silent video, no audio). No speech, no lip sync, no direct-to-camera performance, no singing, no chanting, no scene redesign, no character redesign, no panic."
ただし、心臓や腎臓の病気などで水分制限を受けている方は、主治医の指示に従ってください。,"Generate a still keyframe in retro-clean 2D illustrated lifestyle handbook style, warm domestic Japanese details, flat soft colors, clean outlines, minimal clutter, senior-friendly object clarity. Show a senior-friendly waiting set with a small water bottle, light cardigan, glasses case, and hearing aid case. Setting: quiet clinic waiting corner rendered as generic Japanese public interior. The image supports this spoken line about: ただし、心臓や腎臓の病気などで水分制限を受けている方は、主治医の指示に従ってください。 Keep the composition simple, practical, and reassuring, with Japanese domestic or clinic-adjacent details only. Use object clarity and warm soft colors. No readable text, no numbers, no logos, no photorealism, no hospital emergency, no panic, no youth reduction.","Motion beat 065 uses checklist focus on comfort items. Use a steady close-up hold with slight settling toward comfort items; the cardigan edge and water bottle shift slightly as the items are arranged. Let soft morning light changes slightly. Preserve the original illustration style, senior age cues, composition, and all source-image details. Do not create any new readable text. (Silent video, no audio). No speech, no lip sync, no direct-to-camera performance, no singing, no chanting, no scene redesign, no character redesign, no panic."
夏でも冷房で体が冷えることがあります。,"Generate a still keyframe in retro-clean 2D illustrated lifestyle handbook style, warm domestic Japanese details, flat soft colors, clean outlines, minimal clutter, senior-friendly object clarity. Show a senior-friendly waiting set with a small water bottle, light cardigan, glasses case, and hearing aid case. Setting: quiet clinic waiting corner rendered as generic Japanese public interior. The image supports this spoken line about: 夏でも冷房で体が冷えることがあります。 Keep the composition simple, practical, and reassuring, with Japanese domestic or clinic-adjacent details only. Use object clarity and warm soft colors. No readable text, no numbers, no logos, no photorealism, no hospital emergency, no panic, no youth reduction.","Motion beat 066 uses solution_demo focus on comfort items. Use a slow push-in toward comfort items; the cardigan edge and water bottle shift slightly as the items are arranged. Let a curtain edge moves almost imperceptibly. Preserve the original illustration style, senior age cues, composition, and all source-image details. Do not create any new readable text. (Silent video, no audio). No speech, no lip sync, no direct-to-camera performance, no singing, no chanting, no scene redesign, no character redesign, no panic."
薄いカーディガンや小さなスカーフを一枚入れておくと、温度調節がしやすくなります。,"Generate a still keyframe in retro-clean 2D illustrated lifestyle handbook style, warm domestic Japanese details, flat soft colors, clean outlines, minimal clutter, senior-friendly object clarity. Show a senior-friendly waiting set with a small water bottle, light cardigan, glasses case, and hearing aid case. Setting: quiet clinic waiting corner rendered as generic Japanese public interior. The image supports this spoken line about: 薄いカーディガンや小さなスカーフを一枚入れておくと、温度調節がしやすくなります。 Keep the composition simple, practical, and reassuring, with Japanese domestic or clinic-adjacent details only. Use object clarity and warm soft colors. No readable text, no numbers, no logos, no photorealism, no hospital emergency, no panic, no youth reduction.","Motion beat 067 uses contrast focus on comfort items. Use a gentle left-to-right pan toward comfort items; the cardigan edge and water bottle shift slightly as the items are arranged. Let subtle shadow movement keeps the frame calm. Preserve the original illustration style, senior age cues, composition, and all source-image details. Do not create any new readable text. (Silent video, no audio). No speech, no lip sync, no direct-to-camera performance, no singing, no chanting, no scene redesign, no character redesign, no panic."
眼鏡や補聴器を使っている方は、替えの電池やケースも確認しておきましょう。,"Generate a still keyframe in retro-clean 2D illustrated lifestyle handbook style, warm domestic Japanese details, flat soft colors, clean outlines, minimal clutter, senior-friendly object clarity. Show wrinkled senior hands arranging generic blank reception cards and a small appointment paper into a clear pouch. Setting: Japanese dining table prepared the night before. The image supports this spoken line about: 眼鏡や補聴器を使っている方は、替えの電池やケースも確認しておきましょう。 Keep the composition simple, practical, and reassuring, with Japanese domestic or clinic-adjacent details only. Use object clarity and warm soft colors. No readable text, no numbers, no logos, no photorealism, no hospital emergency, no panic, no youth reduction.","Motion beat 068 uses checklist focus on reception pouch. Use a soft downward tilt toward reception pouch; the hands gently slide the pouch closer to the camera. Let the background remains still and uncluttered. Preserve the original illustration style, senior age cues, composition, and all source-image details. Do not create any new readable text. (Silent video, no audio). No speech, no lip sync, no direct-to-camera performance, no singing, no chanting, no scene redesign, no character redesign, no panic."
説明を聞き取りやすくすることも、安心して診察を受けるための大事な準備です。,"Generate a still keyframe in retro-clean 2D illustrated lifestyle handbook style, warm domestic Japanese details, flat soft colors, clean outlines, minimal clutter, senior-friendly object clarity. Show a clearly senior Japanese person writing a short personal reminder on blank paper with large strokes. Setting: warm living room table with glasses and a pen. The image supports this spoken line about: 説明を聞き取りやすくすることも、安心して診察を受けるための大事な準備です。 Keep the composition simple, practical, and reassuring, with Japanese domestic or clinic-adjacent details only. Use object clarity and warm soft colors. No readable text, no numbers, no logos, no photorealism, no hospital emergency, no panic, no youth reduction.","Motion beat 069 uses expert_emphasis focus on blank memo paper and pen. Use a small parallax drift toward blank memo paper and pen; the pen hand finishes a small stroke and rests beside the blank memo. Let soft morning light changes slightly. Preserve the original illustration style, senior age cues, composition, and all source-image details. Do not create any new readable text. (Silent video, no audio). No speech, no lip sync, no direct-to-camera performance, no singing, no chanting, no scene redesign, no character redesign, no panic."
いつつめの確認は、帰り道まで安全にするものです。,"Generate a still keyframe in retro-clean 2D illustrated lifestyle handbook style, warm domestic Japanese details, flat soft colors, clean outlines, minimal clutter, senior-friendly object clarity. Show a clearly senior Japanese person checking comfortable walking shoes and a hands-free shoulder bag. Setting: Japanese genkan with handrail and tidy floor. The image supports this spoken line about: いつつめの確認は、帰り道まで安全にするものです。 Keep the composition simple, practical, and reassuring, with Japanese domestic or clinic-adjacent details only. Use object clarity and warm soft colors. No readable text, no numbers, no logos, no photorealism, no hospital emergency, no panic, no youth reduction.","Motion beat 070 uses solution_demo focus on shoes and hands-free bag. Use a steady close-up hold with slight settling toward shoes and hands-free bag; the shoe toe turns slightly while the bag strap is adjusted. Let a curtain edge moves almost imperceptibly. Preserve the original illustration style, senior age cues, composition, and all source-image details. Do not create any new readable text. (Silent video, no audio). No speech, no lip sync, no direct-to-camera performance, no singing, no chanting, no scene redesign, no character redesign, no panic."
通院は、行きよりも帰りのほうが疲れていることがあります。,"Generate a still keyframe in retro-clean 2D illustrated lifestyle handbook style, warm domestic Japanese details, flat soft colors, clean outlines, minimal clutter, senior-friendly object clarity. Show a clearly senior Japanese person checking comfortable walking shoes and a hands-free shoulder bag. Setting: Japanese genkan with handrail and tidy floor. The image supports this spoken line about: 通院は、行きよりも帰りのほうが疲れていることがあります。 Keep the composition simple, practical, and reassuring, with Japanese domestic or clinic-adjacent details only. Use object clarity and warm soft colors. No readable text, no numbers, no logos, no photorealism, no hospital emergency, no panic, no youth reduction.","Motion beat 071 uses checklist focus on shoes and hands-free bag. Use a slow push-in toward shoes and hands-free bag; the shoe toe turns slightly while the bag strap is adjusted. Let subtle shadow movement keeps the frame calm. Preserve the original illustration style, senior age cues, composition, and all source-image details. Do not create any new readable text. (Silent video, no audio). No speech, no lip sync, no direct-to-camera performance, no singing, no chanting, no scene redesign, no character redesign, no panic."
会計を待ち、薬局へ寄り、そこから家に戻る。,"Generate a still keyframe in retro-clean 2D illustrated lifestyle handbook style, warm domestic Japanese details, flat soft colors, clean outlines, minimal clutter, senior-friendly object clarity. Show wrinkled senior hands placing a medicine notebook-like booklet and generic medicine packets into a small pouch. Setting: clean Japanese kitchen table with a teacup nearby. The image supports this spoken line about: 会計を待ち、薬局へ寄り、そこから家に戻る。 Keep the composition simple, practical, and reassuring, with Japanese domestic or clinic-adjacent details only. Use object clarity and warm soft colors. No readable text, no numbers, no logos, no photorealism, no hospital emergency, no panic, no youth reduction.","Motion beat 072 uses contrast focus on medicine pouch. Use a gentle left-to-right pan toward medicine pouch; the hands place the booklet into the pouch and stop neatly. Let the background remains still and uncluttered. Preserve the original illustration style, senior age cues, composition, and all source-image details. Do not create any new readable text. (Silent video, no audio). No speech, no lip sync, no direct-to-camera performance, no singing, no chanting, no scene redesign, no character redesign, no panic."
思ったより長い外出になることもあります。,"Generate a still keyframe in retro-clean 2D illustrated lifestyle handbook style, warm domestic Japanese details, flat soft colors, clean outlines, minimal clutter, senior-friendly object clarity. Show a calm domestic preparation scene with a senior-safe clinic bag and small pouches. Setting: warm Japanese living room with minimal clutter. The image supports this spoken line about: 思ったより長い外出になることもあります。 Keep the composition simple, practical, and reassuring, with Japanese domestic or clinic-adjacent details only. Use object clarity and warm soft colors. No readable text, no numbers, no logos, no photorealism, no hospital emergency, no panic, no youth reduction.","Motion beat 073 uses solution_demo focus on prepared items. Use a soft downward tilt toward prepared items; the camera drifts across the prepared items and settles on the pouch. Let soft morning light changes slightly. Preserve the original illustration style, senior age cues, composition, and all source-image details. Do not create any new readable text. (Silent video, no audio). No speech, no lip sync, no direct-to-camera performance, no singing, no chanting, no scene redesign, no character redesign, no panic."
まず、携帯電話は充電しておきましょう。,"Generate a still keyframe in retro-clean 2D illustrated lifestyle handbook style, warm domestic Japanese details, flat soft colors, clean outlines, minimal clutter, senior-friendly object clarity. Show a clearly senior Japanese person checking comfortable walking shoes and a hands-free shoulder bag. Setting: Japanese genkan with handrail and tidy floor. The image supports this spoken line about: まず、携帯電話は充電しておきましょう。 Keep the composition simple, practical, and reassuring, with Japanese domestic or clinic-adjacent details only. Use object clarity and warm soft colors. No readable text, no numbers, no logos, no photorealism, no hospital emergency, no panic, no youth reduction.","Motion beat 074 uses expert_emphasis focus on shoes and hands-free bag. Use a small parallax drift toward shoes and hands-free bag; the shoe toe turns slightly while the bag strap is adjusted. Let a curtain edge moves almost imperceptibly. Preserve the original illustration style, senior age cues, composition, and all source-image details. Do not create any new readable text. (Silent video, no audio). No speech, no lip sync, no direct-to-camera performance, no singing, no chanting, no scene redesign, no character redesign, no panic."
緊急連絡先を書いた小さな紙を、財布やバッグの見える場所に入れておくのも安心です。,"Generate a still keyframe in retro-clean 2D illustrated lifestyle handbook style, warm domestic Japanese details, flat soft colors, clean outlines, minimal clutter, senior-friendly object clarity. Show a clearly senior Japanese person writing a short personal reminder on blank paper with large strokes. Setting: warm living room table with glasses and a pen. The image supports this spoken line about: 緊急連絡先を書いた小さな紙を、財布やバッグの見える場所に入れておくのも安心です。 Keep the composition simple, practical, and reassuring, with Japanese domestic or clinic-adjacent details only. Use object clarity and warm soft colors. No readable text, no numbers, no logos, no photorealism, no hospital emergency, no panic, no youth reduction.","Motion beat 075 uses checklist focus on blank memo paper and pen. Use a steady close-up hold with slight settling toward blank memo paper and pen; the pen hand finishes a small stroke and rests beside the blank memo. Let subtle shadow movement keeps the frame calm. Preserve the original illustration style, senior age cues, composition, and all source-image details. Do not create any new readable text. (Silent video, no audio). No speech, no lip sync, no direct-to-camera performance, no singing, no chanting, no scene redesign, no character redesign, no panic."
交通系カードや小銭も、帰りに慌てないように分けておきます。,"Generate a still keyframe in retro-clean 2D illustrated lifestyle handbook style, warm domestic Japanese details, flat soft colors, clean outlines, minimal clutter, senior-friendly object clarity. Show wrinkled senior hands arranging generic blank reception cards and a small appointment paper into a clear pouch. Setting: Japanese dining table prepared the night before. The image supports this spoken line about: 交通系カードや小銭も、帰りに慌てないように分けておきます。 Keep the composition simple, practical, and reassuring, with Japanese domestic or clinic-adjacent details only. Use object clarity and warm soft colors. No readable text, no numbers, no logos, no photorealism, no hospital emergency, no panic, no youth reduction.","Motion beat 076 uses solution_demo focus on reception pouch. Use a slow push-in toward reception pouch; the hands gently slide the pouch closer to the camera. Let the background remains still and uncluttered. Preserve the original illustration style, senior age cues, composition, and all source-image details. Do not create any new readable text. (Silent video, no audio). No speech, no lip sync, no direct-to-camera performance, no singing, no chanting, no scene redesign, no character redesign, no panic."
バッグは、できれば両手が使いやすいものを選びましょう。,"Generate a still keyframe in retro-clean 2D illustrated lifestyle handbook style, warm domestic Japanese details, flat soft colors, clean outlines, minimal clutter, senior-friendly object clarity. Show a clearly senior Japanese person checking comfortable walking shoes and a hands-free shoulder bag. Setting: Japanese genkan with handrail and tidy floor. The image supports this spoken line about: バッグは、できれば両手が使いやすいものを選びましょう。 Keep the composition simple, practical, and reassuring, with Japanese domestic or clinic-adjacent details only. Use object clarity and warm soft colors. No readable text, no numbers, no logos, no photorealism, no hospital emergency, no panic, no youth reduction.","Motion beat 077 uses contrast focus on shoes and hands-free bag. Use a gentle left-to-right pan toward shoes and hands-free bag; the shoe toe turns slightly while the bag strap is adjusted. Let soft morning light changes slightly. Preserve the original illustration style, senior age cues, composition, and all source-image details. Do not create any new readable text. (Silent video, no audio). No speech, no lip sync, no direct-to-camera performance, no singing, no chanting, no scene redesign, no character redesign, no panic."
斜め掛けのバッグや、軽いリュックなら、手すりを持ちやすくなります。,"Generate a still keyframe in retro-clean 2D illustrated lifestyle handbook style, warm domestic Japanese details, flat soft colors, clean outlines, minimal clutter, senior-friendly object clarity. Show a clearly senior Japanese person checking comfortable walking shoes and a hands-free shoulder bag. Setting: Japanese genkan with handrail and tidy floor. The image supports this spoken line about: 斜め掛けのバッグや、軽いリュックなら、手すりを持ちやすくなります。 Keep the composition simple, practical, and reassuring, with Japanese domestic or clinic-adjacent details only. Use object clarity and warm soft colors. No readable text, no numbers, no logos, no photorealism, no hospital emergency, no panic, no youth reduction.","Motion beat 078 uses checklist focus on shoes and hands-free bag. Use a soft downward tilt toward shoes and hands-free bag; the shoe toe turns slightly while the bag strap is adjusted. Let a curtain edge moves almost imperceptibly. Preserve the original illustration style, senior age cues, composition, and all source-image details. Do not create any new readable text. (Silent video, no audio). No speech, no lip sync, no direct-to-camera performance, no singing, no chanting, no scene redesign, no character redesign, no panic."
靴も大切です。,"Generate a still keyframe in retro-clean 2D illustrated lifestyle handbook style, warm domestic Japanese details, flat soft colors, clean outlines, minimal clutter, senior-friendly object clarity. Show a clearly senior Japanese person checking comfortable walking shoes and a hands-free shoulder bag. Setting: Japanese genkan with handrail and tidy floor. The image supports this spoken line about: 靴も大切です。 Keep the composition simple, practical, and reassuring, with Japanese domestic or clinic-adjacent details only. Use object clarity and warm soft colors. No readable text, no numbers, no logos, no photorealism, no hospital emergency, no panic, no youth reduction.","Motion beat 079 uses expert_emphasis focus on shoes and hands-free bag. Use a small parallax drift toward shoes and hands-free bag; the shoe toe turns slightly while the bag strap is adjusted. Let subtle shadow movement keeps the frame calm. Preserve the original illustration style, senior age cues, composition, and all source-image details. Do not create any new readable text. (Silent video, no audio). No speech, no lip sync, no direct-to-camera performance, no singing, no chanting, no scene redesign, no character redesign, no panic."
かかとが安定していて、足に合った靴を選びましょう。,"Generate a still keyframe in retro-clean 2D illustrated lifestyle handbook style, warm domestic Japanese details, flat soft colors, clean outlines, minimal clutter, senior-friendly object clarity. Show a senior-friendly waiting set with a small water bottle, light cardigan, glasses case, and hearing aid case. Setting: quiet clinic waiting corner rendered as generic Japanese public interior. The image supports this spoken line about: かかとが安定していて、足に合った靴を選びましょう。 Keep the composition simple, practical, and reassuring, with Japanese domestic or clinic-adjacent details only. Use object clarity and warm soft colors. No readable text, no numbers, no logos, no photorealism, no hospital emergency, no panic, no youth reduction.","Motion beat 080 uses solution_demo focus on comfort items. Use a steady close-up hold with slight settling toward comfort items; the cardigan edge and water bottle shift slightly as the items are arranged. Let the background remains still and uncluttered. Preserve the original illustration style, senior age cues, composition, and all source-image details. Do not create any new readable text. (Silent video, no audio). No speech, no lip sync, no direct-to-camera performance, no singing, no chanting, no scene redesign, no character redesign, no panic."
靴底がすり減っていないか、前日のうちに見ておくとよいですね。,"Generate a still keyframe in retro-clean 2D illustrated lifestyle handbook style, warm domestic Japanese details, flat soft colors, clean outlines, minimal clutter, senior-friendly object clarity. Show a clearly senior Japanese person checking comfortable walking shoes and a hands-free shoulder bag. Setting: Japanese genkan with handrail and tidy floor. The image supports this spoken line about: 靴底がすり減っていないか、前日のうちに見ておくとよいですね。 Keep the composition simple, practical, and reassuring, with Japanese domestic or clinic-adjacent details only. Use object clarity and warm soft colors. No readable text, no numbers, no logos, no photorealism, no hospital emergency, no panic, no youth reduction.","Motion beat 081 uses checklist focus on shoes and hands-free bag. Use a slow push-in toward shoes and hands-free bag; the shoe toe turns slightly while the bag strap is adjusted. Let soft morning light changes slightly. Preserve the original illustration style, senior age cues, composition, and all source-image details. Do not create any new readable text. (Silent video, no audio). No speech, no lip sync, no direct-to-camera performance, no singing, no chanting, no scene redesign, no character redesign, no panic."
つっかけや、脱げやすい靴は、通院の日には避けたほうが安心です。,"Generate a still keyframe in retro-clean 2D illustrated lifestyle handbook style, warm domestic Japanese details, flat soft colors, clean outlines, minimal clutter, senior-friendly object clarity. Show a clearly senior Japanese person checking comfortable walking shoes and a hands-free shoulder bag. Setting: Japanese genkan with handrail and tidy floor. The image supports this spoken line about: つっかけや、脱げやすい靴は、通院の日には避けたほうが安心です。 Keep the composition simple, practical, and reassuring, with Japanese domestic or clinic-adjacent details only. Use object clarity and warm soft colors. No readable text, no numbers, no logos, no photorealism, no hospital emergency, no panic, no youth reduction.","Motion beat 082 uses contrast focus on shoes and hands-free bag. Use a gentle left-to-right pan toward shoes and hands-free bag; the shoe toe turns slightly while the bag strap is adjusted. Let a curtain edge moves almost imperceptibly. Preserve the original illustration style, senior age cues, composition, and all source-image details. Do not create any new readable text. (Silent video, no audio). No speech, no lip sync, no direct-to-camera performance, no singing, no chanting, no scene redesign, no character redesign, no panic."
ここまでの五つを、もう一度まとめます。,"Generate a still keyframe in retro-clean 2D illustrated lifestyle handbook style, warm domestic Japanese details, flat soft colors, clean outlines, minimal clutter, senior-friendly object clarity. Show five small unlabeled pouches grouped neatly as a visual checklist without readable writing. Setting: Japanese dining table under soft light. The image supports this spoken line about: ここまでの五つを、もう一度まとめます。 Keep the composition simple, practical, and reassuring, with Japanese domestic or clinic-adjacent details only. Use object clarity and warm soft colors. No readable text, no numbers, no logos, no photorealism, no hospital emergency, no panic, no youth reduction.","Motion beat 083 uses solution_demo focus on organized pouches. Use a soft downward tilt toward organized pouches; the pouches settle into a neat row without showing any readable writing. Let subtle shadow movement keeps the frame calm. Preserve the original illustration style, senior age cues, composition, and all source-image details. Do not create any new readable text. (Silent video, no audio). No speech, no lip sync, no direct-to-camera performance, no singing, no chanting, no scene redesign, no character redesign, no panic."
ひとつめは、マイナ保険証や資格確認書、診察券などの受付セット。,"Generate a still keyframe in retro-clean 2D illustrated lifestyle handbook style, warm domestic Japanese details, flat soft colors, clean outlines, minimal clutter, senior-friendly object clarity. Show wrinkled senior hands arranging generic blank reception cards and a small appointment paper into a clear pouch. Setting: Japanese dining table prepared the night before. The image supports this spoken line about: ひとつめは、マイナ保険証や資格確認書、診察券などの受付セット。 Keep the composition simple, practical, and reassuring, with Japanese domestic or clinic-adjacent details only. Use object clarity and warm soft colors. No readable text, no numbers, no logos, no photorealism, no hospital emergency, no panic, no youth reduction.","Motion beat 084 uses expert_emphasis focus on reception pouch. Use a small parallax drift toward reception pouch; the hands gently slide the pouch closer to the camera. Let the background remains still and uncluttered. Preserve the original illustration style, senior age cues, composition, and all source-image details. Do not create any new readable text. (Silent video, no audio). No speech, no lip sync, no direct-to-camera performance, no singing, no chanting, no scene redesign, no character redesign, no panic."
ふたつめは、お薬手帳と薬の情報。,"Generate a still keyframe in retro-clean 2D illustrated lifestyle handbook style, warm domestic Japanese details, flat soft colors, clean outlines, minimal clutter, senior-friendly object clarity. Show wrinkled senior hands placing a medicine notebook-like booklet and generic medicine packets into a small pouch. Setting: clean Japanese kitchen table with a teacup nearby. The image supports this spoken line about: ふたつめは、お薬手帳と薬の情報。 Keep the composition simple, practical, and reassuring, with Japanese domestic or clinic-adjacent details only. Use object clarity and warm soft colors. No readable text, no numbers, no logos, no photorealism, no hospital emergency, no panic, no youth reduction.","Motion beat 085 uses checklist focus on medicine pouch. Use a steady close-up hold with slight settling toward medicine pouch; the hands place the booklet into the pouch and stop neatly. Let soft morning light changes slightly. Preserve the original illustration style, senior age cues, composition, and all source-image details. Do not create any new readable text. (Silent video, no audio). No speech, no lip sync, no direct-to-camera performance, no singing, no chanting, no scene redesign, no character redesign, no panic."
みっつめは、診察で伝えるメモ。,"Generate a still keyframe in retro-clean 2D illustrated lifestyle handbook style, warm domestic Japanese details, flat soft colors, clean outlines, minimal clutter, senior-friendly object clarity. Show a clearly senior Japanese person writing a short personal reminder on blank paper with large strokes. Setting: warm living room table with glasses and a pen. The image supports this spoken line about: みっつめは、診察で伝えるメモ。 Keep the composition simple, practical, and reassuring, with Japanese domestic or clinic-adjacent details only. Use object clarity and warm soft colors. No readable text, no numbers, no logos, no photorealism, no hospital emergency, no panic, no youth reduction.","Motion beat 086 uses solution_demo focus on blank memo paper and pen. Use a slow push-in toward blank memo paper and pen; the pen hand finishes a small stroke and rests beside the blank memo. Let a curtain edge moves almost imperceptibly. Preserve the original illustration style, senior age cues, composition, and all source-image details. Do not create any new readable text. (Silent video, no audio). No speech, no lip sync, no direct-to-camera performance, no singing, no chanting, no scene redesign, no character redesign, no panic."
よっつめは、水分や羽織ものなど、待ち時間を楽にするもの。,"Generate a still keyframe in retro-clean 2D illustrated lifestyle handbook style, warm domestic Japanese details, flat soft colors, clean outlines, minimal clutter, senior-friendly object clarity. Show a senior-friendly waiting set with a small water bottle, light cardigan, glasses case, and hearing aid case. Setting: quiet clinic waiting corner rendered as generic Japanese public interior. The image supports this spoken line about: よっつめは、水分や羽織ものなど、待ち時間を楽にするもの。 Keep the composition simple, practical, and reassuring, with Japanese domestic or clinic-adjacent details only. Use object clarity and warm soft colors. No readable text, no numbers, no logos, no photorealism, no hospital emergency, no panic, no youth reduction.","Motion beat 087 uses contrast focus on comfort items. Use a gentle left-to-right pan toward comfort items; the cardigan edge and water bottle shift slightly as the items are arranged. Let subtle shadow movement keeps the frame calm. Preserve the original illustration style, senior age cues, composition, and all source-image details. Do not create any new readable text. (Silent video, no audio). No speech, no lip sync, no direct-to-camera performance, no singing, no chanting, no scene redesign, no character redesign, no panic."
いつつめは、連絡先、交通費、携帯電話、歩きやすい靴など、帰り道まで考えた安全セットです。,"Generate a still keyframe in retro-clean 2D illustrated lifestyle handbook style, warm domestic Japanese details, flat soft colors, clean outlines, minimal clutter, senior-friendly object clarity. Show a clearly senior Japanese person checking comfortable walking shoes and a hands-free shoulder bag. Setting: Japanese genkan with handrail and tidy floor. The image supports this spoken line about: いつつめは、連絡先、交通費、携帯電話、歩きやすい靴など、帰り道まで考えた安全セットです。 Keep the composition simple, practical, and reassuring, with Japanese domestic or clinic-adjacent details only. Use object clarity and warm soft colors. No readable text, no numbers, no logos, no photorealism, no hospital emergency, no panic, no youth reduction.","Motion beat 088 uses checklist focus on shoes and hands-free bag. Use a soft downward tilt toward shoes and hands-free bag; the shoe toe turns slightly while the bag strap is adjusted. Let the background remains still and uncluttered. Preserve the original illustration style, senior age cues, composition, and all source-image details. Do not create any new readable text. (Silent video, no audio). No speech, no lip sync, no direct-to-camera performance, no singing, no chanting, no scene redesign, no character redesign, no panic."
