unit_index,scene_group_id,scene_archetype,host_usage,visible_text_policy,visible_text_exact,prompt_mode,prompt_img_nano,retention_beat_type,attention_target,visual_hook_override_used
89,genkan_preparation,genkan_preparation,no_host,no_readable_text,,line_context_locked,"Generate a still keyframe in retro-clean 2D illustrated lifestyle handbook style, warm domestic Japanese details, flat soft colors, clean outlines, minimal clutter, senior-friendly object clarity. Show a prepared clinic bag placed near the genkan beside stable walking shoes and house keys. Setting: ordinary Japanese apartment entryway. The image supports this spoken line about: おすすめは、前日の夜に、テーブルの上で一度だけ広げて確認することです。 Keep the composition simple, practical, and reassuring, with Japanese domestic or clinic-adjacent details only. Use object clarity and warm soft colors. No readable text, no numbers, no logos, no photorealism, no hospital emergency, no panic, no youth reduction.",,prepared bag near the door,false
90,outing_safety,outing_safety,no_host,no_readable_text,,line_context_locked,"Generate a still keyframe in retro-clean 2D illustrated lifestyle handbook style, warm domestic Japanese details, flat soft colors, clean outlines, minimal clutter, senior-friendly object clarity. Show a clearly senior Japanese person checking comfortable walking shoes and a hands-free shoulder bag. Setting: Japanese genkan with handrail and tidy floor. The image supports this spoken line about: 確認が終わったら、バッグの中の決まった場所へ戻します。 Keep the composition simple, practical, and reassuring, with Japanese domestic or clinic-adjacent details only. Use object clarity and warm soft colors. No readable text, no numbers, no logos, no photorealism, no hospital emergency, no panic, no youth reduction.",,shoes and hands-free bag,false
91,outing_safety,outing_safety,no_host,no_readable_text,,line_context_locked,"Generate a still keyframe in retro-clean 2D illustrated lifestyle handbook style, warm domestic Japanese details, flat soft colors, clean outlines, minimal clutter, senior-friendly object clarity. Show a clearly senior Japanese person checking comfortable walking shoes and a hands-free shoulder bag. Setting: Japanese genkan with handrail and tidy floor. The image supports this spoken line about: そして、そのバッグを玄関の近くに置いておきます。 Keep the composition simple, practical, and reassuring, with Japanese domestic or clinic-adjacent details only. Use object clarity and warm soft colors. No readable text, no numbers, no logos, no photorealism, no hospital emergency, no panic, no youth reduction.",,shoes and hands-free bag,false
92,outing_safety,outing_safety,no_host,no_readable_text,,line_context_locked,"Generate a still keyframe in retro-clean 2D illustrated lifestyle handbook style, warm domestic Japanese details, flat soft colors, clean outlines, minimal clutter, senior-friendly object clarity. Show a clearly senior Japanese person checking comfortable walking shoes and a hands-free shoulder bag. Setting: Japanese genkan with handrail and tidy floor. The image supports this spoken line about: 朝になったら、バッグ、鍵、携帯電話だけを静かに確認します。 Keep the composition simple, practical, and reassuring, with Japanese domestic or clinic-adjacent details only. Use object clarity and warm soft colors. No readable text, no numbers, no logos, no photorealism, no hospital emergency, no panic, no youth reduction.",,shoes and hands-free bag,false
93,genkan_preparation,genkan_preparation,no_host,no_readable_text,,line_context_locked,"Generate a still keyframe in retro-clean 2D illustrated lifestyle handbook style, warm domestic Japanese details, flat soft colors, clean outlines, minimal clutter, senior-friendly object clarity. Show a prepared clinic bag placed near the genkan beside stable walking shoes and house keys. Setting: ordinary Japanese apartment entryway. The image supports this spoken line about: それだけで、出発前の慌ただしさは少し変わります。 Keep the composition simple, practical, and reassuring, with Japanese domestic or clinic-adjacent details only. Use object clarity and warm soft colors. No readable text, no numbers, no logos, no photorealism, no hospital emergency, no panic, no youth reduction.",,prepared bag near the door,false
94,calm_explainer,calm_explainer,no_host,no_readable_text,,line_context_locked,"Generate a still keyframe in retro-clean 2D illustrated lifestyle handbook style, warm domestic Japanese details, flat soft colors, clean outlines, minimal clutter, senior-friendly object clarity. Show a calm domestic preparation scene with a senior-safe clinic bag and small pouches. Setting: warm Japanese living room with minimal clutter. The image supports this spoken line about: もし一人での通院がつらくなってきたら、無理をしないでください。 Keep the composition simple, practical, and reassuring, with Japanese domestic or clinic-adjacent details only. Use object clarity and warm soft colors. No readable text, no numbers, no logos, no photorealism, no hospital emergency, no panic, no youth reduction.",,prepared items,false
95,calm_explainer,calm_explainer,no_host,no_readable_text,,line_context_locked,"Generate a still keyframe in retro-clean 2D illustrated lifestyle handbook style, warm domestic Japanese details, flat soft colors, clean outlines, minimal clutter, senior-friendly object clarity. Show a calm domestic preparation scene with a senior-safe clinic bag and small pouches. Setting: warm Japanese living room with minimal clutter. The image supports this spoken line about: 病院に行くだけで疲れ切ってしまう方もいます。 Keep the composition simple, practical, and reassuring, with Japanese domestic or clinic-adjacent details only. Use object clarity and warm soft colors. No readable text, no numbers, no logos, no photorealism, no hospital emergency, no panic, no youth reduction.",,prepared items,false
96,note_preparation,note_preparation,no_host,no_readable_text,,line_context_locked,"Generate a still keyframe in retro-clean 2D illustrated lifestyle handbook style, warm domestic Japanese details, flat soft colors, clean outlines, minimal clutter, senior-friendly object clarity. Show a clearly senior Japanese person writing a short personal reminder on blank paper with large strokes. Setting: warm living room table with glasses and a pen. The image supports this spoken line about: そんな時は、家族や近所の方に付き添いをお願いしてもよいでしょう。 Keep the composition simple, practical, and reassuring, with Japanese domestic or clinic-adjacent details only. Use object clarity and warm soft colors. No readable text, no numbers, no logos, no photorealism, no hospital emergency, no panic, no youth reduction.",,blank memo paper and pen,false
97,object_closeup,object_closeup,no_host,no_readable_text,,line_context_locked,"Generate a still keyframe in retro-clean 2D illustrated lifestyle handbook style, warm domestic Japanese details, flat soft colors, clean outlines, minimal clutter, senior-friendly object clarity. Show wrinkled senior hands arranging generic blank reception cards and a small appointment paper into a clear pouch. Setting: Japanese dining table prepared the night before. The image supports this spoken line about: 介護保険を利用している方は、担当のケアマネジャーに相談できます。 Keep the composition simple, practical, and reassuring, with Japanese domestic or clinic-adjacent details only. Use object clarity and warm soft colors. No readable text, no numbers, no logos, no photorealism, no hospital emergency, no panic, no youth reduction.",,reception pouch,false
98,support_consult,support_consult,no_host,no_readable_text,,line_context_locked,"Generate a still keyframe in retro-clean 2D illustrated lifestyle handbook style, warm domestic Japanese details, flat soft colors, clean outlines, minimal clutter, senior-friendly object clarity. Show a senior Japanese person calmly talking with a supportive family member at a table, both seated and relaxed. Setting: ordinary Japanese living room. The image supports this spoken line about: 地域包括支援センターでも、地域の移動支援や相談先を教えてもらえることがあります。 Keep the composition simple, practical, and reassuring, with Japanese domestic or clinic-adjacent details only. Use object clarity and warm soft colors. No readable text, no numbers, no logos, no photorealism, no hospital emergency, no panic, no youth reduction.",,supportive conversation posture,false
99,calm_explainer,calm_explainer,no_host,no_readable_text,,line_context_locked,"Generate a still keyframe in retro-clean 2D illustrated lifestyle handbook style, warm domestic Japanese details, flat soft colors, clean outlines, minimal clutter, senior-friendly object clarity. Show a calm domestic preparation scene with a senior-safe clinic bag and small pouches. Setting: warm Japanese living room with minimal clutter. The image supports this spoken line about: 自分で全部やらなければいけない、と思い込まなくても大丈夫です。 Keep the composition simple, practical, and reassuring, with Japanese domestic or clinic-adjacent details only. Use object clarity and warm soft colors. No readable text, no numbers, no logos, no photorealism, no hospital emergency, no panic, no youth reduction.",,prepared items,false
100,calm_explainer,calm_explainer,no_host,no_readable_text,,line_context_locked,"Generate a still keyframe in retro-clean 2D illustrated lifestyle handbook style, warm domestic Japanese details, flat soft colors, clean outlines, minimal clutter, senior-friendly object clarity. Show a calm domestic preparation scene with a senior-safe clinic bag and small pouches. Setting: warm Japanese living room with minimal clutter. The image supports this spoken line about: 通院は、体のために行く大切な外出です。 Keep the composition simple, practical, and reassuring, with Japanese domestic or clinic-adjacent details only. Use object clarity and warm soft colors. No readable text, no numbers, no logos, no photorealism, no hospital emergency, no panic, no youth reduction.",,prepared items,false
101,calm_explainer,calm_explainer,no_host,no_readable_text,,line_context_locked,"Generate a still keyframe in retro-clean 2D illustrated lifestyle handbook style, warm domestic Japanese details, flat soft colors, clean outlines, minimal clutter, senior-friendly object clarity. Show a calm domestic preparation scene with a senior-safe clinic bag and small pouches. Setting: warm Japanese living room with minimal clutter. The image supports this spoken line about: だからこそ、無理なく続けられる形に整えていきましょう。 Keep the composition simple, practical, and reassuring, with Japanese domestic or clinic-adjacent details only. Use object clarity and warm soft colors. No readable text, no numbers, no logos, no photorealism, no hospital emergency, no panic, no youth reduction.",,prepared items,false
102,calm_explainer,calm_explainer,no_host,no_readable_text,,line_context_locked,"Generate a still keyframe in retro-clean 2D illustrated lifestyle handbook style, warm domestic Japanese details, flat soft colors, clean outlines, minimal clutter, senior-friendly object clarity. Show a calm domestic preparation scene with a senior-safe clinic bag and small pouches. Setting: warm Japanese living room with minimal clutter. The image supports this spoken line about: 最後に、今日の内容を振り返ります。 Keep the composition simple, practical, and reassuring, with Japanese domestic or clinic-adjacent details only. Use object clarity and warm soft colors. No readable text, no numbers, no logos, no photorealism, no hospital emergency, no panic, no youth reduction.",,prepared items,false
103,checklist_table,checklist_table,no_host,no_readable_text,,line_context_locked,"Generate a still keyframe in retro-clean 2D illustrated lifestyle handbook style, warm domestic Japanese details, flat soft colors, clean outlines, minimal clutter, senior-friendly object clarity. Show five small unlabeled pouches grouped neatly as a visual checklist without readable writing. Setting: Japanese dining table under soft light. The image supports this spoken line about: 通院の日の持ち物は、五つのまとまりで考えると整理しやすくなります。 Keep the composition simple, practical, and reassuring, with Japanese domestic or clinic-adjacent details only. Use object clarity and warm soft colors. No readable text, no numbers, no logos, no photorealism, no hospital emergency, no panic, no youth reduction.",,organized pouches,false
104,object_closeup,object_closeup,no_host,no_readable_text,,line_context_locked,"Generate a still keyframe in retro-clean 2D illustrated lifestyle handbook style, warm domestic Japanese details, flat soft colors, clean outlines, minimal clutter, senior-friendly object clarity. Show wrinkled senior hands arranging generic blank reception cards and a small appointment paper into a clear pouch. Setting: Japanese dining table prepared the night before. The image supports this spoken line about: 受付セット、お薬セット、伝えるメモ、待ち時間セット、帰り道の安全セットです。 Keep the composition simple, practical, and reassuring, with Japanese domestic or clinic-adjacent details only. Use object clarity and warm soft colors. No readable text, no numbers, no logos, no photorealism, no hospital emergency, no panic, no youth reduction.",,reception pouch,false
105,checklist_table,checklist_table,no_host,no_readable_text,,line_context_locked,"Generate a still keyframe in retro-clean 2D illustrated lifestyle handbook style, warm domestic Japanese details, flat soft colors, clean outlines, minimal clutter, senior-friendly object clarity. Show five small unlabeled pouches grouped neatly as a visual checklist without readable writing. Setting: Japanese dining table under soft light. The image supports this spoken line about: 完璧にそろえるよりも、いつも同じ場所にまとめることを大切にしてください。 Keep the composition simple, practical, and reassuring, with Japanese domestic or clinic-adjacent details only. Use object clarity and warm soft colors. No readable text, no numbers, no logos, no photorealism, no hospital emergency, no panic, no youth reduction.",,organized pouches,false
106,object_closeup,object_closeup,no_host,no_readable_text,,line_context_locked,"Generate a still keyframe in retro-clean 2D illustrated lifestyle handbook style, warm domestic Japanese details, flat soft colors, clean outlines, minimal clutter, senior-friendly object clarity. Show wrinkled senior hands arranging generic blank reception cards and a small appointment paper into a clear pouch. Setting: Japanese dining table prepared the night before. The image supports this spoken line about: 次の通院前に、まずは診察券とお薬手帳だけでも、ひとつのポーチに入れてみましょう。 Keep the composition simple, practical, and reassuring, with Japanese domestic or clinic-adjacent details only. Use object clarity and warm soft colors. No readable text, no numbers, no logos, no photorealism, no hospital emergency, no panic, no youth reduction.",,reception pouch,false
107,calm_explainer,calm_explainer,no_host,no_readable_text,,line_context_locked,"Generate a still keyframe in retro-clean 2D illustrated lifestyle handbook style, warm domestic Japanese details, flat soft colors, clean outlines, minimal clutter, senior-friendly object clarity. Show a calm domestic preparation scene with a senior-safe clinic bag and small pouches. Setting: warm Japanese living room with minimal clutter. The image supports this spoken line about: 少し早めに整えておくことが、落ち着いて出かける力になります。 Keep the composition simple, practical, and reassuring, with Japanese domestic or clinic-adjacent details only. Use object clarity and warm soft colors. No readable text, no numbers, no logos, no photorealism, no hospital emergency, no panic, no youth reduction.",,prepared items,false
108,calm_explainer,calm_explainer,no_host,no_readable_text,,line_context_locked,"Generate a still keyframe in retro-clean 2D illustrated lifestyle handbook style, warm domestic Japanese details, flat soft colors, clean outlines, minimal clutter, senior-friendly object clarity. Show a calm domestic preparation scene with a senior-safe clinic bag and small pouches. Setting: warm Japanese living room with minimal clutter. The image supports this spoken line about: 無理のない範囲で、少しずつ準備を続けていきましょう。 Keep the composition simple, practical, and reassuring, with Japanese domestic or clinic-adjacent details only. Use object clarity and warm soft colors. No readable text, no numbers, no logos, no photorealism, no hospital emergency, no panic, no youth reduction.",,prepared items,false
109,calm_explainer,calm_explainer,no_host,no_readable_text,,line_context_locked,"Generate a still keyframe in retro-clean 2D illustrated lifestyle handbook style, warm domestic Japanese details, flat soft colors, clean outlines, minimal clutter, senior-friendly object clarity. Show a calm domestic preparation scene with a senior-safe clinic bag and small pouches. Setting: warm Japanese living room with minimal clutter. The image supports this spoken line about: これからも、みなさんの安心な暮らしに役立つ見直しをお届けします。 Keep the composition simple, practical, and reassuring, with Japanese domestic or clinic-adjacent details only. Use object clarity and warm soft colors. No readable text, no numbers, no logos, no photorealism, no hospital emergency, no panic, no youth reduction.",,prepared items,false
110,calm_explainer,calm_explainer,no_host,no_readable_text,,line_context_locked,"Generate a still keyframe in retro-clean 2D illustrated lifestyle handbook style, warm domestic Japanese details, flat soft colors, clean outlines, minimal clutter, senior-friendly object clarity. Show a calm domestic preparation scene with a senior-safe clinic bag and small pouches. Setting: warm Japanese living room with minimal clutter. The image supports this spoken line about: 本日も最後までお付き合いいただき、ありがとうございました。 Keep the composition simple, practical, and reassuring, with Japanese domestic or clinic-adjacent details only. Use object clarity and warm soft colors. No readable text, no numbers, no logos, no photorealism, no hospital emergency, no panic, no youth reduction.",,prepared items,false
